student_id,course_code,quiz1,quiz2,endterm,assignment1,assignment2,assignment3,assignment4,assignment5,assignment6,assignment7,assignment8,assignment9,assignment10,assignment11,assignment12,total_score,grade,grade_point,attendance_percentage
DS032,CAP601,85.83,,,80.93,86.12,84.21,94.98,91.59,89.16,,,,,,,,,,63.53
DS033,MATH101,79.96,91.14,76.95,73.77,81.64,70.43,79.05,78.23,85.96,86.48,89.7,85.2,88.42,89.63,81.67,81.2,B,9.0,79.83
DS033,STAT101,70.2,76.76,51.56,71.21,75.51,82.62,81.85,74.5,78.87,90.24,88.49,78.3,81.51,69.48,82.17,66.54,D,7.0,64.66
DS033,PROG101,32.91,32.02,68.49,30.68,45.89,58.32,50.09,52.96,67.36,60.76,40.09,47.13,49.45,55.72,52.07,52.4,E,6.0,60.0
DS033,SYSC101,65.33,65.22,33.36,56.11,61.47,63.29,65.58,51.34,62.04,55.96,52.98,65.91,65.08,63.96,68.04,51.22,E,6.0,60.0
DS033,MATH201,98.7,87.5,100.0,92.01,99.47,89.61,99.39,89.0,96.08,96.16,95.89,100.0,88.06,96.3,100.0,96.48,A,10.0,82.96
DS033,STAT201,77.06,91.37,85.15,80.62,73.73,67.24,85.39,82.87,77.25,85.41,74.65,80.29,84.2,69.17,98.65,83.31,B,9.0,72.31
DS033,JAVA201,46.6,59.79,63.37,63.1,70.88,67.92,69.11,58.08,55.67,70.68,61.55,69.09,60.2,67.37,72.28,60.95,D,7.0,60.0
DS033,DBMS201,63.89,90.47,85.45,75.87,78.94,80.7,68.08,70.89,84.56,83.33,100.0,91.22,82.1,97.71,89.29,82.4,B,9.0,62.93
DS033,MLF301,76.74,81.15,67.73,75.89,73.84,75.76,61.04,79.47,77.79,79.19,66.27,79.9,83.04,86.35,70.23,73.49,C,8.0,68.29
DS033,DSA301,50.48,53.3,74.81,68.12,53.4,57.82,54.86,68.34,63.51,69.79,51.95,72.26,78.55,73.23,70.02,65.04,D,7.0,60.0
DS033,PDSA301,88.32,82.67,74.05,82.23,90.33,82.32,89.14,77.88,89.91,88.93,100.0,94.25,93.22,100.0,97.82,82.42,B,9.0,69.87
DS033,DBS301,64.54,60.17,37.35,57.45,54.34,48.2,51.91,57.26,61.59,69.91,58.66,72.95,58.95,66.86,66.37,51.76,E,6.0,60.0
DS033,MLT401,88.62,81.13,76.94,70.59,80.64,100.0,87.61,72.3,75.56,83.79,81.06,67.8,81.2,90.18,78.32,80.46,B,9.0,60.0
DS033,CSYS401,62.11,60.53,67.71,48.04,60.89,68.42,76.18,63.56,68.52,88.17,59.61,86.94,66.62,89.1,79.77,66.88,D,7.0,60.0
DS033,BDS401,90.09,88.58,56.13,83.04,72.23,70.59,71.96,99.73,81.79,76.76,86.35,79.91,68.33,81.44,80.52,73.07,C,8.0,66.24
DS033,DVIS401,44.36,47.21,24.22,41.73,42.33,33.04,46.73,39.62,55.12,61.67,56.06,53.01,54.61,54.58,61.01,38.41,F,0.0,60.0
DS033,MLP501,83.17,89.13,65.05,76.7,82.44,69.46,63.46,78.86,85.12,69.91,73.25,81.64,89.53,78.1,74.0,74.93,C,8.0,60.0
DS033,DL501,50.47,57.1,72.63,72.89,43.6,53.42,54.31,58.72,63.67,46.23,58.48,46.81,70.69,49.81,61.72,62.2,D,7.0,60.0
DS033,NLP501,56.24,49.1,65.34,75.18,72.63,70.08,59.22,57.89,69.79,78.25,87.46,58.08,90.24,71.67,69.33,63.43,D,7.0,60.0
DS033,CV501,74.49,74.59,61.04,73.67,67.38,74.27,67.73,66.96,63.97,71.86,62.06,80.4,77.79,71.17,79.77,68.2,D,7.0,60.0
DS033,RL601,92.19,,,63.13,74.08,82.36,84.87,68.5,78.42,,,,,,,,,,60.0
DS033,TSA601,67.24,,,78.07,80.28,73.18,70.74,70.77,81.72,,,,,,,,,,60.0
DS033,BA601,82.33,,,87.85,90.96,100.0,94.38,97.63,96.89,,,,,,,,,,85.11
DS033,CAP601,82.4,,,76.72,95.35,78.98,73.73,77.31,84.19,,,,,,,,,,62.33
DS034,MATH101,83.68,91.85,88.89,88.81,82.67,90.15,98.54,80.35,100.0,90.2,96.81,79.72,89.98,85.81,86.17,88.61,B,9.0,64.11
DS034,STAT101,74.07,62.07,44.71,62.77,56.88,60.51,71.03,69.4,76.02,52.42,70.89,62.28,53.2,73.25,83.83,58.12,E,6.0,60.0
DS034,PROG101,100.0,75.84,92.69,80.91,89.88,83.41,96.3,100.0,100.0,98.51,100.0,100.0,100.0,100.0,100.0,92.18,A,10.0,87.06
DS034,SYSC101,65.29,83.75,70.8,64.68,74.4,90.28,89.52,70.42,68.7,76.52,60.52,69.81,75.73,68.89,74.51,72.78,C,8.0,60.0
DS034,MATH201,46.32,61.47,58.94,53.61,56.67,58.02,56.92,49.15,51.14,61.13,57.83,65.3,71.88,72.28,66.19,57.75,E,6.0,60.0
DS034,STAT201,62.7,60.48,52.63,68.81,61.63,71.66,77.01,82.41,53.95,63.32,65.44,62.04,71.19,62.24,71.78,59.82,E,6.0,60.0
DS034,JAVA201,87.4,71.63,87.62,64.46,68.14,83.99,80.39,81.6,88.99,82.21,77.16,83.04,75.46,94.43,86.14,83.05,B,9.0,60.0
DS034,DBMS201,87.1,86.89,72.57,83.89,92.36,84.16,85.99,100.0,95.84,89.49,89.85,92.61,83.08,82.66,90.73,81.89,B,9.0,83.86
DS034,MLF301,100.0,94.89,100.0,100.0,96.66,93.03,100.0,97.26,100.0,100.0,92.19,100.0,100.0,100.0,99.76,98.71,A,10.0,97.73
DS034,DSA301,64.14,65.19,82.58,83.96,66.29,65.64,62.99,73.69,64.82,73.73,56.07,71.45,79.11,67.1,74.29,73.41,C,8.0,60.0
DS034,PDSA301,59.3,78.36,61.54,50.78,63.02,73.47,67.47,67.01,43.91,79.2,71.53,70.14,68.86,74.98,76.03,65.42,D,7.0,63.58
DS034,DBS301,61.89,74.0,89.2,63.62,59.97,63.85,58.8,50.18,65.16,61.95,46.78,46.91,50.06,64.47,58.49,73.32,C,8.0,60.0
DS034,MLT401,41.39,39.45,51.38,61.78,55.94,28.65,66.0,42.97,63.92,57.27,51.24,54.55,51.7,62.48,38.49,48.55,F,0.0,60.0
DS034,CSYS401,85.64,87.82,89.28,73.03,88.17,82.51,90.98,85.1,82.94,90.64,87.48,94.39,92.39,98.24,70.06,87.63,B,9.0,63.02
DS034,BDS401,76.05,100.0,76.42,77.23,73.24,68.32,68.06,96.53,98.06,81.79,77.15,83.15,99.02,87.55,80.36,81.74,B,9.0,73.67
DS034,DVIS401,82.47,74.27,74.23,79.66,84.94,76.1,78.17,93.46,69.39,91.51,73.67,72.46,93.08,88.45,77.67,77.67,C,8.0,60.0
DS034,MLP501,69.42,,,73.47,69.44,69.35,81.91,71.81,81.89,,,,,,,,,,60.0
DS034,DL501,79.83,,,92.04,75.91,75.11,76.74,71.12,92.1,,,,,,,,,,61.89
DS034,NLP501,35.46,,,66.27,50.78,58.48,64.16,60.52,52.68,,,,,,,,,,60.0
DS034,CV501,64.86,,,57.54,77.32,82.74,79.22,82.85,85.89,,,,,,,,,,63.57
DS035,MATH101,41.85,39.81,33.75,59.43,49.43,61.78,47.12,55.37,45.39,44.12,51.3,36.75,65.19,49.53,61.13,41.41,F,0.0,60.0
DS035,STAT101,70.24,40.77,35.97,45.08,49.27,65.62,52.92,62.67,62.46,52.68,48.19,46.98,50.07,55.8,59.93,47.33,F,0.0,60.0
DS035,PROG101,73.35,58.54,87.95,67.55,73.38,75.02,61.26,66.42,56.31,58.08,69.44,71.92,92.54,55.47,83.8,75.74,C,8.0,60.0
DS035,SYSC101,84.57,100.0,95.3,94.11,98.7,100.0,89.88,99.85,100.0,100.0,99.78,100.0,90.67,100.0,89.79,94.87,A,10.0,89.43
DS035,MATH201,68.38,67.29,70.78,52.53,60.59,84.56,72.55,74.54,67.06,72.43,87.03,63.56,69.7,78.07,81.83,70.28,C,8.0,60.28
DS035,STAT201,67.93,70.89,74.99,92.15,92.15,86.91,81.79,81.23,82.21,98.29,80.09,93.05,94.69,84.25,78.19,76.94,C,8.0,67.03
DS035,JAVA201,75.42,96.5,76.72,97.67,89.25,100.0,75.94,92.53,89.03,87.85,76.92,89.58,86.31,89.88,91.56,83.14,B,9.0,67.8
DS035,DBMS201,95.59,69.04,72.18,75.07,78.67,70.82,99.54,87.63,79.56,92.21,86.24,73.39,88.01,85.25,78.0,78.43,C,8.0,80.11
DS035,MLF301,53.3,60.41,43.46,63.24,68.53,60.0,58.46,70.26,63.44,59.96,64.5,66.95,66.33,65.39,66.29,53.77,E,6.0,60.0
DS035,DSA301,50.25,69.77,92.49,53.36,70.9,68.66,78.33,64.03,56.27,61.63,69.06,65.71,50.37,57.63,65.25,74.03,C,8.0,60.0
DS035,PDSA301,99.07,76.95,80.37,81.15,80.57,95.45,100.0,89.18,88.19,79.59,92.13,87.43,87.32,100.0,100.0,85.58,B,9.0,72.16
DS035,DBS301,67.83,64.92,37.57,72.14,77.79,79.17,71.34,71.78,63.61,71.26,63.96,74.84,69.89,69.23,81.48,56.6,E,6.0,60.0
DS035,MLT401,75.12,73.7,83.37,66.12,79.49,76.04,83.73,78.16,63.0,62.52,68.71,73.3,78.3,73.65,73.29,77.58,C,8.0,60.0
DS035,CSYS401,46.56,58.92,54.26,58.93,51.72,63.81,53.55,55.0,55.22,66.21,51.02,48.88,54.95,56.8,48.28,54.13,E,6.0,60.0
DS035,BDS401,88.27,88.7,63.95,88.53,81.53,88.74,86.61,71.92,69.65,75.91,77.78,96.09,86.3,84.68,76.16,76.72,C,8.0,68.37
DS035,DVIS401,66.4,55.69,65.91,53.9,72.82,75.58,75.16,65.93,73.66,62.19,84.7,72.15,80.65,67.9,84.08,66.39,D,7.0,60.0
DS035,MLP501,69.92,,,87.49,81.6,79.83,82.96,77.91,94.94,,,,,,,,,,76.57
DS035,DL501,51.13,,,70.12,59.1,45.95,70.69,63.34,61.75,,,,,,,,,,60.0
DS035,NLP501,76.93,,,72.68,96.47,89.34,80.11,85.02,85.39,,,,,,,,,,74.46
DS035,CV501,75.63,,,57.12,72.79,64.78,76.21,56.39,61.52,,,,,,,,,,60.0
DS036,MATH101,71.29,42.7,53.0,58.27,47.31,60.18,64.21,53.92,67.59,63.52,62.86,55.65,58.29,59.71,57.38,56.02,E,6.0,60.0
DS036,STAT101,77.41,81.37,63.01,71.54,93.99,79.1,87.02,63.53,67.76,58.44,86.41,75.53,81.12,81.78,67.1,71.85,C,8.0,60.39
DS036,PROG101,63.17,58.02,61.56,62.13,66.86,79.44,69.08,62.43,61.94,71.11,62.13,65.44,78.25,81.78,67.88,63.52,D,7.0,60.0
DS036,SYSC101,79.02,70.33,64.31,68.67,77.32,82.12,84.26,81.7,63.53,90.99,86.55,79.46,89.29,80.8,84.84,72.37,C,8.0,68.25
DS036,MATH201,59.09,43.56,45.86,55.04,68.23,50.28,52.03,70.04,47.42,71.26,58.41,53.56,57.74,66.88,58.49,51.47,E,6.0,60.0
DS036,STAT201,88.8,86.06,85.37,100.0,78.41,82.19,77.37,79.23,74.02,91.86,75.94,84.03,93.11,96.32,91.5,85.98,B,9.0,63.8
DS036,JAVA201,89.86,75.79,80.52,87.09,76.95,92.85,91.45,70.83,81.55,84.22,79.95,82.37,84.45,97.2,81.6,82.32,B,9.0,68.25
DS036,DBMS201,52.25,45.05,67.37,43.75,43.42,43.6,46.37,58.99,55.32,45.87,64.0,38.08,52.2,69.64,63.21,57.16,E,6.0,60.0
DS036,MLF301,70.14,69.51,58.97,63.65,58.72,69.73,61.84,69.89,72.25,85.52,81.42,77.49,72.6,67.5,59.89,65.55,D,7.0,60.0
DS036,DSA301,83.69,93.96,81.53,65.15,75.32,79.45,75.38,58.73,89.86,92.58,99.34,82.29,84.5,81.55,74.47,83.23,B,9.0,72.28
DS036,PDSA301,71.64,44.77,45.1,62.53,49.91,53.56,39.96,65.36,58.83,47.27,54.31,50.87,51.12,54.43,58.23,51.66,E,6.0,60.0
DS036,DBS301,98.26,91.21,85.17,92.61,78.7,89.22,94.01,83.98,100.0,90.78,73.4,85.82,99.08,95.82,88.62,89.29,B,9.0,70.46
DS036,MLT401,67.04,63.62,53.76,70.59,57.37,50.76,52.05,67.3,58.66,74.58,68.86,65.25,60.65,66.8,67.5,60.11,D,7.0,60.0
DS036,CSYS401,61.78,70.57,100.0,76.85,75.72,84.44,77.49,82.71,69.23,64.36,72.99,85.63,97.79,90.81,77.06,83.73,B,9.0,60.09
DS036,BDS401,43.51,51.62,69.38,45.64,47.37,72.75,46.88,66.49,42.99,61.84,59.67,56.77,45.99,64.16,56.78,58.7,E,6.0,60.0
DS036,DVIS401,44.9,65.66,78.92,60.95,58.85,71.5,67.49,60.47,61.69,67.87,65.07,74.79,63.3,66.01,77.84,68.04,D,7.0,60.0
DS036,MLP501,37.26,46.89,79.57,56.7,61.47,55.23,50.77,69.76,47.67,64.3,67.16,67.18,53.36,56.1,69.76,62.44,D,7.0,60.0
DS036,DL501,73.72,76.92,70.74,64.27,73.71,71.4,58.41,67.08,53.06,59.86,54.32,43.64,71.51,66.48,71.93,69.78,D,7.0,60.0
DS036,NLP501,68.69,65.27,67.6,77.05,80.09,77.67,75.81,74.24,76.02,73.67,76.29,79.27,61.57,93.73,80.82,70.29,C,8.0,62.78
DS036,CV501,62.56,43.08,79.83,53.05,66.65,55.14,63.97,58.85,63.41,48.89,75.6,52.0,59.02,66.75,66.26,66.02,D,7.0,60.0
DS036,RL601,67.92,,,57.65,76.1,69.43,76.34,65.49,66.15,,,,,,,,,,62.2
DS036,TSA601,73.08,,,72.57,73.82,77.6,77.03,76.45,90.41,,,,,,,,,,74.48
DS036,BA601,73.73,,,76.09,82.57,71.19,74.24,76.74,74.41,,,,,,,,,,60.0
DS036,CAP601,67.42,,,61.44,54.57,77.25,65.72,67.74,66.03,,,,,,,,,,60.0
DS037,MATH101,84.83,70.41,83.48,81.64,86.09,78.75,88.1,95.18,82.53,78.49,73.9,73.2,81.82,81.96,82.73,81.29,B,9.0,60.0
DS037,STAT101,41.63,50.56,65.61,47.18,57.96,62.08,44.89,57.05,68.82,70.92,62.3,63.41,44.98,64.03,62.65,57.73,E,6.0,60.0
DS037,PROG101,77.89,80.03,97.49,72.52,76.16,77.65,76.06,98.22,82.25,96.89,79.42,87.95,89.88,84.63,87.92,87.92,B,9.0,63.28
DS037,SYSC101,86.19,60.51,85.25,81.65,95.7,73.78,65.47,93.77,91.82,96.21,84.29,89.66,100.0,95.86,100.0,82.81,B,9.0,68.12
DS037,MATH201,70.01,63.23,59.92,58.76,51.08,66.28,55.62,60.96,58.91,69.26,56.62,70.44,66.95,70.65,56.39,62.5,D,7.0,60.0
DS037,STAT201,88.23,93.78,100.0,84.13,94.51,87.56,86.75,95.43,96.52,80.33,79.12,97.8,90.73,84.02,82.5,93.79,A,10.0,75.28
DS037,JAVA201,80.74,88.69,83.36,88.89,87.54,77.71,80.52,82.05,92.44,87.31,80.86,81.96,78.3,73.98,86.2,83.7,B,9.0,60.0
DS037,DBMS201,59.32,55.84,45.36,71.53,72.27,70.23,55.78,52.82,69.05,67.35,77.17,62.1,72.17,75.11,65.63,55.7,E,6.0,60.0
DS037,MLF301,78.06,74.98,78.31,82.8,100.0,91.71,100.0,83.72,89.11,90.33,100.0,82.85,93.08,95.23,78.91,81.47,B,9.0,80.85
DS037,DSA301,60.74,69.36,71.9,77.29,56.79,64.09,64.07,69.4,71.32,67.11,75.59,67.35,67.4,54.98,71.15,68.44,D,7.0,60.0
DS037,PDSA301,50.87,97.64,60.47,77.34,59.87,67.06,61.17,69.81,66.91,66.43,68.95,70.67,76.51,85.27,82.84,67.79,D,7.0,60.0
DS037,DBS301,93.47,98.14,68.44,88.81,93.02,89.17,100.0,86.09,96.3,96.15,97.42,88.45,89.12,100.0,100.0,84.23,B,9.0,89.66
DS037,MLT401,71.34,92.63,64.2,82.19,81.59,93.15,88.15,92.47,85.69,70.19,78.21,79.86,87.13,73.01,82.74,75.13,C,8.0,71.4
DS037,CSYS401,98.92,98.48,100.0,100.0,100.0,90.15,100.0,90.01,91.88,100.0,100.0,100.0,100.0,100.0,100.0,98.91,A,10.0,84.99
DS037,BDS401,45.11,64.55,59.07,64.94,59.95,50.01,51.0,50.96,62.4,47.72,39.93,53.61,49.0,50.69,58.31,56.04,E,6.0,60.0
DS037,DVIS401,52.35,60.51,74.99,86.93,84.3,71.14,59.12,86.6,59.37,81.92,90.48,92.56,77.38,84.42,85.69,70.92,C,8.0,70.53
DS037,MLP501,56.07,,,39.39,68.74,62.29,50.85,64.68,52.65,,,,,,,,,,60.0
DS037,DL501,87.36,,,100.0,87.43,90.34,81.81,85.5,89.22,,,,,,,,,,77.49
DS037,NLP501,86.04,,,91.08,80.98,82.51,94.23,89.27,87.56,,,,,,,,,,68.61
DS037,CV501,70.73,,,62.04,69.57,56.91,68.51,81.22,76.26,,,,,,,,,,60.29
DS038,MATH101,53.53,55.65,36.59,54.3,46.02,44.94,44.88,65.35,63.25,51.87,55.3,68.24,63.4,49.8,59.21,47.67,F,0.0,60.0
DS038,STAT101,71.9,70.17,80.78,71.09,72.61,67.05,66.14,73.67,66.86,81.72,94.65,86.54,75.94,78.38,73.23,76.32,C,8.0,60.0
DS038,PROG101,94.94,85.85,88.5,94.71,89.63,99.11,100.0,96.84,100.0,94.64,100.0,100.0,100.0,95.03,99.51,91.75,A,10.0,83.29
DS038,SYSC101,84.13,90.4,100.0,97.07,93.68,100.0,89.94,81.31,90.81,90.73,100.0,89.76,94.35,99.84,100.0,94.37,A,10.0,77.1
DS038,MATH201,62.41,83.59,93.89,68.22,73.36,76.2,79.08,84.14,83.54,77.42,81.72,76.56,80.94,77.85,68.1,82.63,B,9.0,60.0
DS038,STAT201,83.55,75.03,74.66,84.72,88.84,88.91,82.84,81.55,71.97,78.22,91.94,89.8,81.91,94.27,88.8,79.25,C,8.0,75.73
DS038,JAVA201,63.82,79.24,59.89,77.86,91.62,92.13,78.93,73.2,77.34,74.68,92.34,84.45,84.09,85.48,83.06,70.29,C,8.0,70.07
DS038,DBMS201,80.68,100.0,57.54,86.51,74.12,87.75,91.07,77.14,78.49,70.28,95.87,85.76,77.79,87.36,77.84,74.87,C,8.0,75.96
DS038,MLF301,80.65,93.1,77.23,91.44,93.32,100.0,91.65,100.0,100.0,92.86,100.0,95.64,100.0,94.04,100.0,85.93,B,9.0,83.6
DS038,DSA301,52.83,46.96,57.47,37.02,56.54,47.61,42.17,45.15,49.34,44.72,62.46,59.32,58.19,48.64,55.27,53.12,E,6.0,60.0
DS038,PDSA301,80.09,80.75,73.04,72.13,72.65,70.82,81.3,62.46,78.35,90.04,81.73,77.0,89.71,81.85,72.89,76.62,C,8.0,60.0
DS038,DBS301,44.38,37.35,70.51,65.53,70.83,51.78,51.33,54.02,64.25,65.88,54.59,52.94,50.58,47.75,50.67,57.47,E,6.0,60.0
DS038,MLT401,70.12,64.68,76.69,76.47,56.69,67.93,70.49,65.31,75.97,68.64,79.15,62.76,84.93,74.85,96.46,72.89,C,8.0,68.02
DS038,CSYS401,63.99,59.21,57.28,61.69,56.29,63.3,55.11,73.92,70.21,68.06,74.54,81.17,83.18,80.38,72.01,62.39,D,7.0,60.0
DS038,BDS401,55.73,55.66,33.49,56.99,51.21,52.98,50.54,47.16,49.68,70.7,60.75,59.29,49.05,58.5,60.99,46.8,F,0.0,60.0
DS038,DVIS401,68.1,63.0,92.08,66.18,69.25,66.46,77.35,61.42,70.94,58.73,82.64,72.27,80.62,68.53,71.94,77.66,C,8.0,60.0
DS038,MLP501,56.77,,,68.1,69.65,79.2,76.36,89.75,67.13,,,,,,,,,,60.0
DS038,DL501,37.13,,,53.61,67.49,65.14,67.48,70.58,63.82,,,,,,,,,,60.0
DS038,NLP501,66.11,,,45.81,67.22,57.05,70.91,51.36,48.76,,,,,,,,,,60.0
DS038,CV501,48.63,,,69.8,57.65,60.26,62.18,61.71,58.41,,,,,,,,,,60.0
DS039,MATH101,81.69,83.52,76.07,83.04,86.48,72.01,72.46,82.86,71.12,78.79,95.11,82.53,88.84,82.83,93.08,79.94,C,8.0,71.58
DS039,STAT101,68.71,73.54,89.46,69.07,72.1,76.45,62.76,75.86,70.45,78.44,67.98,71.63,72.14,90.31,81.91,79.35,C,8.0,60.0
DS039,PROG101,46.96,31.28,82.33,41.25,30.48,50.35,40.1,57.32,57.13,42.52,29.96,56.85,44.94,36.13,44.42,57.96,E,6.0,60.0
DS039,SYSC101,72.0,58.12,57.79,59.06,65.19,79.26,70.45,57.62,56.61,70.44,65.73,72.21,64.01,53.46,73.67,62.33,D,7.0,60.0
DS039,MATH201,74.98,77.42,66.39,68.76,80.62,94.18,73.94,82.78,85.95,89.37,79.62,77.54,76.68,88.11,84.87,73.98,C,8.0,67.3
DS039,STAT201,53.41,78.15,45.36,64.15,67.82,54.48,71.65,68.28,75.41,74.13,71.46,75.89,82.46,70.88,83.09,59.37,E,6.0,65.68
DS039,JAVA201,79.47,56.64,71.3,86.87,65.7,55.11,70.86,78.52,83.28,87.65,78.43,76.2,92.26,80.21,84.07,72.42,C,8.0,60.1
DS039,DBMS201,54.85,63.88,47.75,55.88,53.87,64.92,59.48,52.74,49.7,63.61,75.34,64.38,63.69,57.32,63.85,55.03,E,6.0,60.0
DS039,MLF301,78.59,82.84,96.11,91.25,67.57,68.63,70.87,71.56,60.57,72.71,77.57,73.24,84.57,74.02,72.64,84.79,B,9.0,60.0
DS039,DSA301,50.43,70.03,81.47,43.84,68.52,61.82,65.66,60.13,71.76,59.92,75.26,72.25,59.12,81.68,72.85,70.48,C,8.0,60.0
DS039,PDSA301,95.8,87.2,100.0,78.91,82.62,92.64,79.37,92.06,99.27,98.57,77.66,100.0,90.19,85.2,100.0,94.36,A,10.0,61.83
DS039,DBS301,58.06,56.1,67.83,68.28,72.26,62.64,78.56,62.67,74.26,59.13,67.84,87.3,63.43,68.64,74.88,65.25,D,7.0,60.0
DS039,MLT401,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,87.77
DS039,CSYS401,75.78,,,100.0,90.87,89.03,80.94,95.49,95.51,,,,,,,,,,72.57
DS039,BDS401,98.7,,,99.03,97.63,96.69,85.58,83.63,99.34,,,,,,,,,,87.74
DS039,DVIS401,49.59,,,50.49,43.54,53.82,37.08,54.4,39.39,,,,,,,,,,60.0
DS040,MATH101,95.35,68.86,73.9,91.18,90.99,87.75,92.14,85.98,94.8,75.28,96.73,90.06,90.96,91.06,100.0,81.36,B,9.0,69.67
DS040,STAT101,87.91,90.73,83.19,95.7,85.02,80.04,91.98,87.0,91.57,80.09,85.38,92.34,77.5,78.97,89.1,85.94,B,9.0,83.27
DS040,PROG101,81.64,82.3,79.54,100.0,83.46,88.36,100.0,92.05,91.55,91.47,81.46,81.98,96.53,100.0,84.71,83.69,B,9.0,68.1
DS040,SYSC101,70.68,72.61,51.6,79.19,80.64,92.08,92.84,78.74,99.45,75.4,68.42,81.29,76.68,78.63,81.11,66.74,D,7.0,72.07
DS040,MATH201,67.46,55.95,70.77,45.62,41.9,54.45,57.91,55.15,45.58,64.34,60.0,48.39,52.36,68.92,53.48,63.02,D,7.0,60.0
DS040,STAT201,83.32,88.16,47.64,80.05,74.32,80.87,63.28,93.57,78.62,96.58,69.28,62.69,78.75,75.09,78.75,68.07,D,7.0,63.24
DS040,JAVA201,57.74,48.02,8.73,58.25,65.65,57.33,56.77,59.73,61.67,60.64,66.0,58.16,73.37,55.07,61.44,37.71,F,0.0,60.0
DS040,DBMS201,70.99,81.01,76.05,77.13,86.98,84.85,78.09,80.68,79.55,87.4,86.69,87.0,93.61,79.9,91.42,78.55,C,8.0,63.51
DS040,MLF301,67.16,88.91,57.78,61.86,74.57,73.59,62.01,87.84,65.74,79.45,82.11,72.16,72.74,79.58,85.37,68.95,D,7.0,62.26
DS040,DSA301,96.93,76.01,45.7,88.41,66.16,81.41,80.8,83.06,77.57,93.32,80.26,80.33,87.11,81.03,83.84,68.8,D,7.0,78.82
DS040,PDSA301,74.91,86.99,90.1,81.71,84.33,77.07,86.92,79.42,78.79,77.66,81.25,87.8,85.23,87.64,74.87,84.89,B,9.0,62.35
DS040,DBS301,67.0,83.64,100.0,81.48,79.7,75.57,89.47,87.85,78.4,100.0,91.0,88.48,82.31,76.46,92.76,88.18,B,9.0,69.38
DS040,MLT401,74.6,86.94,55.06,80.26,78.89,89.82,84.53,94.95,98.36,92.86,100.0,88.72,100.0,83.34,97.18,73.48,C,8.0,65.96
DS040,CSYS401,39.01,43.72,49.0,57.95,43.8,52.64,51.34,35.0,40.12,37.13,41.92,62.87,52.84,35.7,52.46,46.1,F,0.0,60.0
DS040,BDS401,79.03,89.1,95.45,92.02,76.82,68.84,88.44,88.78,91.03,89.03,83.47,95.82,81.14,98.52,86.01,89.4,B,9.0,79.21
DS040,DVIS401,59.42,67.52,58.44,79.63,64.39,77.37,43.85,44.97,60.26,62.37,54.49,60.99,63.12,62.28,67.78,60.96,D,7.0,60.0
DS040,MLP501,84.91,69.58,54.73,63.45,70.64,74.93,61.65,62.85,65.5,69.98,64.56,88.73,77.33,77.56,49.73,65.74,D,7.0,60.0
DS040,DL501,47.05,48.68,28.57,34.87,41.4,52.13,39.01,30.44,38.82,50.49,45.41,35.01,43.75,37.81,30.84,37.79,F,0.0,60.0
DS040,NLP501,50.03,35.97,60.51,44.87,50.77,55.96,43.48,52.36,61.67,64.83,45.1,54.95,75.93,69.65,71.57,54.38,E,6.0,60.0
DS040,CV501,69.96,57.36,39.73,62.57,73.31,55.87,65.81,71.83,65.23,57.29,73.78,73.27,67.84,64.43,75.84,55.17,E,6.0,61.16
DS040,RL601,42.89,,,72.83,56.61,72.95,56.63,61.43,59.07,,,,,,,,,,60.0
DS040,TSA601,72.04,,,77.65,73.78,69.9,73.56,86.22,55.32,,,,,,,,,,60.0
DS040,BA601,56.41,,,53.56,67.69,61.42,65.19,63.78,70.35,,,,,,,,,,60.0
DS040,CAP601,71.07,,,69.6,64.42,65.06,58.36,57.5,62.35,,,,,,,,,,60.0
DS041,MATH101,59.84,43.19,40.15,60.07,64.77,69.35,59.67,59.41,59.59,59.16,70.92,67.09,73.64,74.05,57.09,50.88,E,6.0,60.0
DS041,STAT101,26.28,51.0,57.46,31.7,60.95,59.54,53.9,46.54,45.74,44.61,43.63,45.29,53.11,52.12,44.04,49.11,F,0.0,60.0
DS041,PROG101,85.56,90.38,89.7,74.68,81.42,77.09,85.18,82.14,93.87,55.21,76.45,82.22,85.02,82.62,79.99,86.17,B,9.0,72.18
DS041,SYSC101,30.29,36.65,30.28,38.96,53.92,28.78,26.67,34.34,41.97,23.43,41.58,44.09,45.64,41.2,54.15,34.02,F,0.0,60.0
DS041,MATH201,77.53,67.74,72.16,71.41,74.81,61.72,74.67,77.65,83.89,68.48,71.44,67.37,74.01,69.1,76.7,72.43,C,8.0,65.68
DS041,STAT201,97.09,82.64,58.49,84.82,80.32,81.75,71.83,75.79,84.47,75.02,88.84,91.82,84.97,78.94,97.28,75.25,C,8.0,72.07
DS041,JAVA201,66.14,92.8,74.26,74.63,86.16,64.57,85.16,92.24,96.86,94.1,70.96,82.45,79.75,86.77,94.91,78.76,C,8.0,68.2
DS041,DBMS201,65.37,53.86,49.63,72.76,64.19,62.92,58.87,73.98,68.41,57.67,53.66,75.88,58.99,73.4,65.21,57.38,E,6.0,60.59
DS041,MLF301,100.0,100.0,89.73,95.97,97.79,92.72,85.47,90.73,84.16,98.42,100.0,92.49,88.6,93.02,88.79,93.59,A,10.0,76.09
DS041,DSA301,98.74,96.81,84.95,77.95,78.62,96.32,73.42,83.61,93.12,99.82,76.43,100.0,100.0,85.77,97.64,89.88,B,9.0,82.03
