student_id,course_code,course_name,trimester,instructor,year,status
DS041,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS041,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS041,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS041,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS041,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS041,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS041,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS041,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS041,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS041,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS041,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS041,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS041,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Completed
DS041,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Completed
DS041,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Completed
DS041,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Completed
DS041,MLP501,Machine Learning Practice,Trimester 5,Dr. Vikram Iyer,2023,Completed
DS041,DL501,Deep Learning,Trimester 5,Dr. Amit Patel,2023,Completed
DS041,NLP501,Natural Language Processing,Trimester 5,Dr. Neha Sharma,2023,Completed
DS041,CV501,Computer Vision,Trimester 5,Dr. Ravi Menon,2023,Completed
DS041,RL601,Reinforcement Learning,Trimester 6,Dr. Ravi Menon,2023,Ongoing
DS041,TSA601,Time Series Analysis,Trimester 6,Dr. Priya Singh,2023,Ongoing
DS041,BA601,Business Analytics,Trimester 6,Dr. Neha Sharma,2023,Ongoing
DS041,CAP601,Capstone Project,Trimester 6,Dr. Vikram Iyer,2023,Ongoing
DS042,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS042,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS042,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS042,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS042,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS042,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS042,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS042,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS042,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS042,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS042,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS042,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS042,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Completed
DS042,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Completed
DS042,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Completed
DS042,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Completed
DS042,MLP501,Machine Learning Practice,Trimester 5,Dr. Vikram Iyer,2023,Ongoing
DS042,DL501,Deep Learning,Trimester 5,Dr. Amit Patel,2023,Ongoing
DS042,NLP501,Natural Language Processing,Trimester 5,Dr. Neha Sharma,2023,Ongoing
DS042,CV501,Computer Vision,Trimester 5,Dr. Ravi Menon,2023,Ongoing
DS043,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS043,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS043,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS043,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS043,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS043,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS043,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS043,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS043,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS043,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS043,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS043,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS043,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Ongoing
DS043,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Ongoing
DS043,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Ongoing
DS043,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Ongoing
DS044,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS044,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS044,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS044,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS044,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS044,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS044,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS044,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS044,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS044,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS044,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS044,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS044,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Completed
DS044,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Completed
DS044,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Completed
DS044,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Completed
DS044,MLP501,Machine Learning Practice,Trimester 5,Dr. Vikram Iyer,2023,Completed
DS044,DL501,Deep Learning,Trimester 5,Dr. Amit Patel,2023,Completed
DS044,NLP501,Natural Language Processing,Trimester 5,Dr. Neha Sharma,2023,Completed
DS044,CV501,Computer Vision,Trimester 5,Dr. Ravi Menon,2023,Completed
DS044,RL601,Reinforcement Learning,Trimester 6,Dr. Ravi Menon,2023,Ongoing
DS044,TSA601,Time Series Analysis,Trimester 6,Dr. Priya Singh,2023,Ongoing
DS044,BA601,Business Analytics,Trimester 6,Dr. Neha Sharma,2023,Ongoing
DS044,CAP601,Capstone Project,Trimester 6,Dr. Vikram Iyer,2023,Ongoing
DS045,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS045,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS045,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS045,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS045,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS045,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS045,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS045,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS045,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS045,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS045,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS045,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS045,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Completed
DS045,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Completed
DS045,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Completed
DS045,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Completed
DS045,MLP501,Machine Learning Practice,Trimester 5,Dr. Vikram Iyer,2023,Completed
DS045,DL501,Deep Learning,Trimester 5,Dr. Amit Patel,2023,Completed
DS045,NLP501,Natural Language Processing,Trimester 5,Dr. Neha Sharma,2023,Completed
DS045,CV501,Computer Vision,Trimester 5,Dr. Ravi Menon,2023,Completed
DS045,RL601,Reinforcement Learning,Trimester 6,Dr. Ravi Menon,2023,Ongoing
DS045,TSA601,Time Series Analysis,Trimester 6,Dr. Priya Singh,2023,Ongoing
DS045,BA601,Business Analytics,Trimester 6,Dr. Neha Sharma,2023,Ongoing
DS045,CAP601,Capstone Project,Trimester 6,Dr. Vikram Iyer,2023,Ongoing
DS046,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS046,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS046,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS046,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS046,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS046,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS046,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS046,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS046,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS046,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS046,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS046,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS046,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Completed
DS046,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Completed
DS046,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Completed
DS046,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Completed
DS046,MLP501,Machine Learning Practice,Trimester 5,Dr. Vikram Iyer,2023,Ongoing
DS046,DL501,Deep Learning,Trimester 5,Dr. Amit Patel,2023,Ongoing
DS046,NLP501,Natural Language Processing,Trimester 5,Dr. Neha Sharma,2023,Ongoing
DS046,CV501,Computer Vision,Trimester 5,Dr. Ravi Menon,2023,Ongoing
DS047,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS047,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS047,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS047,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS047,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS047,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS047,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS047,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS047,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS047,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS047,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS047,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS047,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Completed
DS047,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Completed
DS047,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Completed
DS047,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Completed
DS047,MLP501,Machine Learning Practice,Trimester 5,Dr. Vikram Iyer,2023,Completed
DS047,DL501,Deep Learning,Trimester 5,Dr. Amit Patel,2023,Completed
DS047,NLP501,Natural Language Processing,Trimester 5,Dr. Neha Sharma,2023,Completed
DS047,CV501,Computer Vision,Trimester 5,Dr. Ravi Menon,2023,Completed
DS047,RL601,Reinforcement Learning,Trimester 6,Dr. Ravi Menon,2023,Ongoing
DS047,TSA601,Time Series Analysis,Trimester 6,Dr. Priya Singh,2023,Ongoing
DS047,BA601,Business Analytics,Trimester 6,Dr. Neha Sharma,2023,Ongoing
DS047,CAP601,Capstone Project,Trimester 6,Dr. Vikram Iyer,2023,Ongoing
DS048,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS048,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS048,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS048,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS048,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS048,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS048,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS048,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS048,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS048,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS048,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS048,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS048,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Completed
DS048,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Completed
DS048,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Completed
DS048,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Completed
DS048,MLP501,Machine Learning Practice,Trimester 5,Dr. Vikram Iyer,2023,Completed
DS048,DL501,Deep Learning,Trimester 5,Dr. Amit Patel,2023,Completed
DS048,NLP501,Natural Language Processing,Trimester 5,Dr. Neha Sharma,2023,Completed
DS048,CV501,Computer Vision,Trimester 5,Dr. Ravi Menon,2023,Completed
DS048,RL601,Reinforcement Learning,Trimester 6,Dr. Ravi Menon,2023,Ongoing
DS048,TSA601,Time Series Analysis,Trimester 6,Dr. Priya Singh,2023,Ongoing
DS048,BA601,Business Analytics,Trimester 6,Dr. Neha Sharma,2023,Ongoing
DS048,CAP601,Capstone Project,Trimester 6,Dr. Vikram Iyer,2023,Ongoing
DS049,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS049,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS049,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS049,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS049,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS049,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS049,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS049,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS049,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS049,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS049,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS049,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS049,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Completed
DS049,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Completed
DS049,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Completed
DS049,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Completed
DS049,MLP501,Machine Learning Practice,Trimester 5,Dr. Vikram Iyer,2023,Completed
DS049,DL501,Deep Learning,Trimester 5,Dr. Amit Patel,2023,Completed
DS049,NLP501,Natural Language Processing,Trimester 5,Dr. Neha Sharma,2023,Completed
DS049,CV501,Computer Vision,Trimester 5,Dr. Ravi Menon,2023,Completed
DS049,RL601,Reinforcement Learning,Trimester 6,Dr. Ravi Menon,2023,Ongoing
DS049,TSA601,Time Series Analysis,Trimester 6,Dr. Priya Singh,2023,Ongoing
DS049,BA601,Business Analytics,Trimester 6,Dr. Neha Sharma,2023,Ongoing
DS049,CAP601,Capstone Project,Trimester 6,Dr. Vikram Iyer,2023,Ongoing
DS050,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS050,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS050,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS050,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS050,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS050,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS050,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS050,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS050,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS050,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS050,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS050,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS050,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Completed
DS050,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Completed
DS050,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Completed
DS050,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Completed
DS050,MLP501,Machine Learning Practice,Trimester 5,Dr. Vikram Iyer,2023,Completed
DS050,DL501,Deep Learning,Trimester 5,Dr. Amit Patel,2023,Completed
DS050,NLP501,Natural Language Processing,Trimester 5,Dr. Neha Sharma,2023,Completed
DS050,CV501,Computer Vision,Trimester 5,Dr. Ravi Menon,2023,Completed
DS050,RL601,Reinforcement Learning,Trimester 6,Dr. Ravi Menon,2023,Ongoing
DS050,TSA601,Time Series Analysis,Trimester 6,Dr. Priya Singh,2023,Ongoing
DS050,BA601,Business Analytics,Trimester 6,Dr. Neha Sharma,2023,Ongoing
DS050,CAP601,Capstone Project,Trimester 6,Dr. Vikram Iyer,2023,Ongoing
DS051,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS051,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS051,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS051,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS051,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS051,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS051,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS051,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS051,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS051,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS051,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS051,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS051,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Completed
DS051,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Completed
DS051,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Completed
DS051,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Completed
DS051,MLP501,Machine Learning Practice,Trimester 5,Dr. Vikram Iyer,2023,Completed
DS051,DL501,Deep Learning,Trimester 5,Dr. Amit Patel,2023,Completed
DS051,NLP501,Natural Language Processing,Trimester 5,Dr. Neha Sharma,2023,Completed
DS051,CV501,Computer Vision,Trimester 5,Dr. Ravi Menon,2023,Completed
DS051,RL601,Reinforcement Learning,Trimester 6,Dr. Ravi Menon,2023,Ongoing
DS051,TSA601,Time Series Analysis,Trimester 6,Dr. Priya Singh,2023,Ongoing
DS051,BA601,Business Analytics,Trimester 6,Dr. Neha Sharma,2023,Ongoing
DS051,CAP601,Capstone Project,Trimester 6,Dr. Vikram Iyer,2023,Ongoing
DS052,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS052,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS052,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS052,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS052,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS052,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS052,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS052,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS052,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS052,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS052,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS052,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS052,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Completed
DS052,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Completed
DS052,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Completed
DS052,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Completed
DS052,MLP501,Machine Learning Practice,Trimester 5,Dr. Vikram Iyer,2023,Completed
DS052,DL501,Deep Learning,Trimester 5,Dr. Amit Patel,2023,Completed
DS052,NLP501,Natural Language Processing,Trimester 5,Dr. Neha Sharma,2023,Completed
DS052,CV501,Computer Vision,Trimester 5,Dr. Ravi Menon,2023,Completed
DS052,RL601,Reinforcement Learning,Trimester 6,Dr. Ravi Menon,2023,Ongoing
DS052,TSA601,Time Series Analysis,Trimester 6,Dr. Priya Singh,2023,Ongoing
DS052,BA601,Business Analytics,Trimester 6,Dr. Neha Sharma,2023,Ongoing
DS052,CAP601,Capstone Project,Trimester 6,Dr. Vikram Iyer,2023,Ongoing
DS053,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS053,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS053,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS053,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS053,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS053,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS053,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS053,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS053,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS053,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS053,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS053,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS053,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Completed
DS053,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Completed
DS053,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Completed
DS053,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Completed
DS053,MLP501,Machine Learning Practice,Trimester 5,Dr. Vikram Iyer,2023,Ongoing
DS053,DL501,Deep Learning,Trimester 5,Dr. Amit Patel,2023,Ongoing
DS053,NLP501,Natural Language Processing,Trimester 5,Dr. Neha Sharma,2023,Ongoing
DS053,CV501,Computer Vision,Trimester 5,Dr. Ravi Menon,2023,Ongoing
DS054,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS054,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS054,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
DS054,SYSC101,System Commands,Trimester 1,Prof. Kavita Reddy,2022,Completed
DS054,MATH201,Mathematics 2,Trimester 2,Dr. Anil Kumar,2022,Completed
DS054,STAT201,Statistics 2,Trimester 2,Dr. Priya Singh,2022,Completed
DS054,JAVA201,Java Programming,Trimester 2,Prof. Suresh Verma,2022,Completed
DS054,DBMS201,DBMS,Trimester 2,Prof. Meena Gupta,2022,Completed
DS054,MLF301,Machine Learning Foundations,Trimester 3,Dr. Vikram Iyer,2022,Completed
DS054,DSA301,Data Structures & Algorithms,Trimester 3,Prof. Suresh Verma,2022,Completed
DS054,PDSA301,"Programming, Data Structures & Algorithms",Trimester 3,Prof. Raj Sharma,2022,Completed
DS054,DBS301,Database Systems,Trimester 3,Prof. Meena Gupta,2022,Completed
DS054,MLT401,Machine Learning Techniques,Trimester 4,Dr. Vikram Iyer,2023,Completed
DS054,CSYS401,Computer Systems,Trimester 4,Prof. Kavita Reddy,2023,Completed
DS054,BDS401,Big Data Systems,Trimester 4,Dr. Amit Patel,2023,Completed
DS054,DVIS401,Data Visualization,Trimester 4,Dr. Neha Sharma,2023,Completed
DS054,MLP501,Machine Learning Practice,Trimester 5,Dr. Vikram Iyer,2023,Completed
DS054,DL501,Deep Learning,Trimester 5,Dr. Amit Patel,2023,Completed
DS054,NLP501,Natural Language Processing,Trimester 5,Dr. Neha Sharma,2023,Completed
DS054,CV501,Computer Vision,Trimester 5,Dr. Ravi Menon,2023,Completed
DS054,RL601,Reinforcement Learning,Trimester 6,Dr. Ravi Menon,2023,Ongoing
DS054,TSA601,Time Series Analysis,Trimester 6,Dr. Priya Singh,2023,Ongoing
DS054,BA601,Business Analytics,Trimester 6,Dr. Neha Sharma,2023,Ongoing
DS054,CAP601,Capstone Project,Trimester 6,Dr. Vikram Iyer,2023,Ongoing
DS055,MATH101,Mathematics 1,Trimester 1,Dr. Anil Kumar,2022,Completed
DS055,STAT101,Statistics 1,Trimester 1,Dr. Priya Singh,2022,Completed
DS055,PROG101,Programming Basics,Trimester 1,Prof. Raj Sharma,2022,Completed
