student_id,course_code,course_name,instructor,course_rating,instructor_rating,content_rating,difficulty_rating,comment,submission_date
DS021,DVIS401,Data Visualization,Dr. Neha Sharma,2,3,3,2,"The feedback on assignments was very helpful. However, the course materials need updating.",2023
DS021,MLP501,Machine Learning Practice,Dr. Vikram Iyer,2,2,1,3,The pace of the course was too fast.,2024
DS021,DL501,Deep Learning,Dr. Amit Patel,4,4,5,1,I learned a lot from this course.,2024
DS021,NLP501,Natural Language Processing,Dr. Neha Sharma,3,3,4,1,"The feedback on assignments was very helpful. However, the instructor was not very responsive to questions.",2023
DS021,CV501,Computer Vision,Dr. Ravi Menon,1,2,1,3,I found the assignments too time-consuming.,2024
DS022,MATH101,Mathematics 1,Dr. Anil Kumar,3,4,4,1,The instructor explained complex concepts clearly.,2023
DS022,STAT101,Statistics 1,Dr. Priya Singh,3,3,4,2,"The instructor explained complex concepts clearly. However, better explanation of complex topics is needed.",2022
DS022,PROG101,Programming Basics,Prof. Raj Sharma,4,4,4,1,The instructor was very knowledgeable and helpful.,2023
DS022,SYSC101,System Commands,Prof. Kavita Reddy,4,4,4,1,The assignments were challenging but rewarding.,2022
DS022,MATH201,Mathematics 2,Dr. Anil Kumar,5,5,4,1,I enjoyed the practical aspects of this course.,2023
DS022,STAT201,Statistics 2,Dr. Priya Singh,2,3,2,2,I found the assignments too time-consuming.,2022
DS022,JAVA201,Java Programming,Prof. Suresh Verma,4,4,5,1,I learned a lot from this course.,2022
DS022,DBMS201,DBMS,Prof. Meena Gupta,5,5,4,1,The instructor explained complex concepts clearly.,2023
DS022,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,4,4,5,1,The course was well-structured and informative.,2023
DS022,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,3,4,4,2,I would recommend this course to others.,2023
DS022,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,5,4,4,1,I learned a lot from this course.,2022
DS022,DBS301,Database Systems,Prof. Meena Gupta,3,2,3,4,"The instructor was very knowledgeable and helpful. However, the instructor was not very responsive to questions.",2023
DS022,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,2,3,3,3,"The instructor explained complex concepts clearly. However, the course was too difficult.",2024
DS022,CSYS401,Computer Systems,Prof. Kavita Reddy,4,5,4,1,I would recommend this course to others.,2024
DS022,BDS401,Big Data Systems,Dr. Amit Patel,1,1,1,4,The pace of the course was too fast.,2023
DS022,DVIS401,Data Visualization,Dr. Neha Sharma,4,3,3,1,"The assignments were challenging but rewarding. However, the assessment criteria were not clear.",2023
DS022,MLP501,Machine Learning Practice,Dr. Vikram Iyer,4,4,4,1,The course materials were excellent.,2023
DS022,DL501,Deep Learning,Dr. Amit Patel,4,4,4,1,The instructor explained complex concepts clearly.,2023
DS022,NLP501,Natural Language Processing,Dr. Neha Sharma,4,3,3,2,"The instructor explained complex concepts clearly. However, the content could be better organized.",2023
DS022,CV501,Computer Vision,Dr. Ravi Menon,2,2,2,2,The pace of the course was too fast.,2023
DS023,MATH101,Mathematics 1,Dr. Anil Kumar,5,3,4,2,I would recommend this course to others.,2023
DS023,STAT101,Statistics 1,Dr. Priya Singh,5,5,4,1,The instructor was very knowledgeable and helpful.,2023
DS023,PROG101,Programming Basics,Prof. Raj Sharma,4,4,4,3,I learned a lot from this course.,2023
DS023,SYSC101,System Commands,Prof. Kavita Reddy,2,2,3,4,The assessment criteria were not clear.,2023
DS023,MATH201,Mathematics 2,Dr. Anil Kumar,5,5,5,1,The instructor explained complex concepts clearly.,2023
DS023,STAT201,Statistics 2,Dr. Priya Singh,4,3,3,2,"I learned a lot from this course. However, the course materials need updating.",2022
DS023,JAVA201,Java Programming,Prof. Suresh Verma,4,5,4,1,The course was well-structured and informative.,2023
DS023,DBMS201,DBMS,Prof. Meena Gupta,4,4,4,2,The course was well-structured and informative.,2022
DS023,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,4,5,4,2,The assignments were challenging but rewarding.,2022
DS023,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,5,4,5,1,The instructor explained complex concepts clearly.,2022
DS023,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,4,4,2,1,"The feedback on assignments was very helpful. However, there was too much theoretical content.",2022
DS023,DBS301,Database Systems,Prof. Meena Gupta,4,4,3,1,The instructor was very knowledgeable and helpful.,2023
DS023,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,5,5,5,1,The instructor was very knowledgeable and helpful.,2024
DS023,CSYS401,Computer Systems,Prof. Kavita Reddy,4,3,4,1,The instructor was very knowledgeable and helpful.,2023
DS023,BDS401,Big Data Systems,Dr. Amit Patel,5,3,3,1,The instructor explained complex concepts clearly.,2024
DS023,DVIS401,Data Visualization,Dr. Neha Sharma,3,5,5,2,The course was well-structured and informative.,2024
DS024,MATH101,Mathematics 1,Dr. Anil Kumar,2,2,2,2,I found the assignments too time-consuming.,2022
DS024,STAT101,Statistics 1,Dr. Priya Singh,2,2,2,3,The assessment criteria were not clear.,2022
DS024,PROG101,Programming Basics,Prof. Raj Sharma,3,3,3,3,"I learned a lot from this course. However, i found the assignments too time-consuming.",2022
DS024,SYSC101,System Commands,Prof. Kavita Reddy,5,5,5,1,I would recommend this course to others.,2023
DS024,MATH201,Mathematics 2,Dr. Anil Kumar,4,4,4,2,I enjoyed the practical aspects of this course.,2022
DS024,STAT201,Statistics 2,Dr. Priya Singh,4,4,3,2,The course exceeded my expectations.,2023
DS024,JAVA201,Java Programming,Prof. Suresh Verma,4,3,3,2,"The instructor was very knowledgeable and helpful. However, the assessment criteria were not clear.",2023
DS024,DBMS201,DBMS,Prof. Meena Gupta,2,2,3,3,Better explanation of complex topics is needed.,2023
DS024,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,3,3,4,2,"I enjoyed the practical aspects of this course. However, there was too much theoretical content.",2022
DS024,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,4,4,5,1,The course was well-structured and informative.,2023
DS024,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,3,4,3,2,"The instructor was very knowledgeable and helpful. However, better explanation of complex topics is needed.",2023
DS024,DBS301,Database Systems,Prof. Meena Gupta,3,3,3,2,"I learned a lot from this course. However, better explanation of complex topics is needed.",2022
DS025,MATH101,Mathematics 1,Dr. Anil Kumar,3,2,3,2,"I would recommend this course to others. However, the instructor was not very responsive to questions.",2023
DS025,STAT101,Statistics 1,Dr. Priya Singh,3,3,4,1,"The assignments were challenging but rewarding. However, the course was too difficult.",2023
DS025,PROG101,Programming Basics,Prof. Raj Sharma,2,3,3,3,"The feedback on assignments was very helpful. However, the course materials need updating.",2023
DS025,SYSC101,System Commands,Prof. Kavita Reddy,4,4,5,1,The instructor explained complex concepts clearly.,2023
DS025,MATH201,Mathematics 2,Dr. Anil Kumar,4,3,3,1,"I would recommend this course to others. However, the pace of the course was too fast.",2022
DS025,STAT201,Statistics 2,Dr. Priya Singh,2,3,3,3,"The course was well-structured and informative. However, the course materials need updating.",2022
DS025,JAVA201,Java Programming,Prof. Suresh Verma,3,3,3,3,"I enjoyed the practical aspects of this course. However, the assessment criteria were not clear.",2022
DS025,DBMS201,DBMS,Prof. Meena Gupta,3,2,3,2,"The course was well-structured and informative. However, the instructor was not very responsive to questions.",2022
DS025,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,3,3,3,2,"I would recommend this course to others. However, the instructor was not very responsive to questions.",2022
DS025,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,5,4,4,1,The instructor explained complex concepts clearly.,2023
DS025,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,5,5,5,1,I enjoyed the practical aspects of this course.,2022
DS025,DBS301,Database Systems,Prof. Meena Gupta,4,5,5,1,The instructor explained complex concepts clearly.,2022
DS025,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,3,3,4,1,"The course materials were excellent. However, the course materials need updating.",2023
DS025,CSYS401,Computer Systems,Prof. Kavita Reddy,3,4,5,1,The course materials were excellent.,2023
DS025,BDS401,Big Data Systems,Dr. Amit Patel,4,4,4,1,The instructor explained complex concepts clearly.,2023
DS025,DVIS401,Data Visualization,Dr. Neha Sharma,3,4,3,2,"The course was well-structured and informative. However, the pace of the course was too fast.",2023
DS026,MATH101,Mathematics 1,Dr. Anil Kumar,5,5,5,1,I enjoyed the practical aspects of this course.,2023
DS026,STAT101,Statistics 1,Dr. Priya Singh,3,4,3,2,"I would recommend this course to others. However, the assessment criteria were not clear.",2023
DS026,PROG101,Programming Basics,Prof. Raj Sharma,4,5,4,1,I would recommend this course to others.,2023
DS026,SYSC101,System Commands,Prof. Kavita Reddy,4,5,4,1,The instructor was very knowledgeable and helpful.,2022
DS026,MATH201,Mathematics 2,Dr. Anil Kumar,4,3,2,2,"The instructor was very knowledgeable and helpful. However, more practical examples would have been helpful.",2022
DS026,STAT201,Statistics 2,Dr. Priya Singh,3,3,2,1,"The assignments were challenging but rewarding. However, the pace of the course was too fast.",2022
DS026,JAVA201,Java Programming,Prof. Suresh Verma,3,3,2,3,"I would recommend this course to others. However, the course was too difficult.",2022
DS026,DBMS201,DBMS,Prof. Meena Gupta,4,4,5,1,The assignments were challenging but rewarding.,2022
DS026,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,4,5,4,1,I would recommend this course to others.,2022
DS026,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,3,4,3,2,"I enjoyed the practical aspects of this course. However, better explanation of complex topics is needed.",2023
DS026,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,4,3,4,2,I learned a lot from this course.,2022
DS026,DBS301,Database Systems,Prof. Meena Gupta,2,3,2,3,The assessment criteria were not clear.,2022
DS026,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,3,2,3,2,"The feedback on assignments was very helpful. However, i found the assignments too time-consuming.",2023
DS026,CSYS401,Computer Systems,Prof. Kavita Reddy,2,3,3,2,"I learned a lot from this course. However, better explanation of complex topics is needed.",2024
DS026,BDS401,Big Data Systems,Dr. Amit Patel,4,4,4,2,The instructor was very knowledgeable and helpful.,2023
DS026,DVIS401,Data Visualization,Dr. Neha Sharma,4,5,5,1,The instructor was very knowledgeable and helpful.,2023
DS027,MATH101,Mathematics 1,Dr. Anil Kumar,3,2,4,3,"I would recommend this course to others. However, the instructor was not very responsive to questions.",2023
DS027,STAT101,Statistics 1,Dr. Priya Singh,4,4,4,1,The instructor explained complex concepts clearly.,2023
DS027,PROG101,Programming Basics,Prof. Raj Sharma,3,1,1,3,The course materials need updating.,2023
DS027,SYSC101,System Commands,Prof. Kavita Reddy,3,3,2,1,"The instructor was very knowledgeable and helpful. However, better explanation of complex topics is needed.",2022
DS027,MATH201,Mathematics 2,Dr. Anil Kumar,4,5,3,1,I would recommend this course to others.,2022
DS027,STAT201,Statistics 2,Dr. Priya Singh,4,4,4,1,The course exceeded my expectations.,2023
DS027,JAVA201,Java Programming,Prof. Suresh Verma,3,3,2,3,"The course exceeded my expectations. However, better explanation of complex topics is needed.",2022
DS027,DBMS201,DBMS,Prof. Meena Gupta,3,4,4,1,I learned a lot from this course.,2023
DS027,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,3,2,2,2,The pace of the course was too fast.,2022
DS027,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,3,2,3,2,"I enjoyed the practical aspects of this course. However, the assessment criteria were not clear.",2023
DS027,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,5,5,5,1,The feedback on assignments was very helpful.,2022
DS027,DBS301,Database Systems,Prof. Meena Gupta,5,5,5,1,The course materials were excellent.,2022
DS027,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,2,3,2,2,More practical examples would have been helpful.,2023
DS027,CSYS401,Computer Systems,Prof. Kavita Reddy,3,3,4,2,"I enjoyed the practical aspects of this course. However, the instructor was not very responsive to questions.",2023
DS027,BDS401,Big Data Systems,Dr. Amit Patel,3,4,3,2,"The course materials were excellent. However, better explanation of complex topics is needed.",2023
DS027,DVIS401,Data Visualization,Dr. Neha Sharma,3,3,4,2,"The course was well-structured and informative. However, the course was too difficult.",2024
DS028,MATH101,Mathematics 1,Dr. Anil Kumar,3,2,3,2,"The instructor was very knowledgeable and helpful. However, the course was too difficult.",2023
DS028,STAT101,Statistics 1,Dr. Priya Singh,3,2,2,3,The course was too difficult.,2022
DS028,PROG101,Programming Basics,Prof. Raj Sharma,5,4,5,1,The course materials were excellent.,2023
DS028,SYSC101,System Commands,Prof. Kavita Reddy,4,4,4,1,The course materials were excellent.,2023
DS028,MATH201,Mathematics 2,Dr. Anil Kumar,3,3,2,3,"The course was well-structured and informative. However, the assessment criteria were not clear.",2023
DS028,STAT201,Statistics 2,Dr. Priya Singh,4,4,3,2,The course was well-structured and informative.,2023
DS028,JAVA201,Java Programming,Prof. Suresh Verma,3,4,4,2,I learned a lot from this course.,2022
DS028,DBMS201,DBMS,Prof. Meena Gupta,3,3,3,1,"The instructor explained complex concepts clearly. However, the content could be better organized.",2022
DS028,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,4,4,4,1,The course materials were excellent.,2022
DS028,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,3,3,2,1,"The instructor explained complex concepts clearly. However, better explanation of complex topics is needed.",2023
DS028,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,3,4,4,2,The course was well-structured and informative.,2023
DS028,DBS301,Database Systems,Prof. Meena Gupta,3,3,4,1,"The assignments were challenging but rewarding. However, better explanation of complex topics is needed.",2022
DS028,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,2,3,2,4,I found the assignments too time-consuming.,2023
DS028,CSYS401,Computer Systems,Prof. Kavita Reddy,3,3,3,2,"The course was well-structured and informative. However, the course materials need updating.",2024
DS028,BDS401,Big Data Systems,Dr. Amit Patel,5,5,4,1,The assignments were challenging but rewarding.,2024
DS028,DVIS401,Data Visualization,Dr. Neha Sharma,3,3,3,3,"The course was well-structured and informative. However, the pace of the course was too fast.",2024
DS028,MLP501,Machine Learning Practice,Dr. Vikram Iyer,4,4,3,2,I would recommend this course to others.,2023
DS028,DL501,Deep Learning,Dr. Amit Patel,3,4,4,1,The instructor explained complex concepts clearly.,2024
DS028,NLP501,Natural Language Processing,Dr. Neha Sharma,4,5,5,1,The course exceeded my expectations.,2024
DS028,CV501,Computer Vision,Dr. Ravi Menon,5,5,5,1,The course exceeded my expectations.,2023
DS029,MATH101,Mathematics 1,Dr. Anil Kumar,4,4,4,1,The instructor was very knowledgeable and helpful.,2023
DS029,STAT101,Statistics 1,Dr. Priya Singh,3,4,4,1,The course materials were excellent.,2023
DS029,PROG101,Programming Basics,Prof. Raj Sharma,4,4,3,2,I would recommend this course to others.,2023
DS029,SYSC101,System Commands,Prof. Kavita Reddy,4,4,4,1,The feedback on assignments was very helpful.,2022
DS029,MATH201,Mathematics 2,Dr. Anil Kumar,3,3,4,2,"I learned a lot from this course. However, the course materials need updating.",2022
DS029,STAT201,Statistics 2,Dr. Priya Singh,5,4,5,1,The course was well-structured and informative.,2022
DS029,JAVA201,Java Programming,Prof. Suresh Verma,4,3,3,1,"The assignments were challenging but rewarding. However, the instructor was not very responsive to questions.",2023
DS029,DBMS201,DBMS,Prof. Meena Gupta,4,3,4,2,I enjoyed the practical aspects of this course.,2022
DS030,MATH101,Mathematics 1,Dr. Anil Kumar,4,4,3,2,I enjoyed the practical aspects of this course.,2022
DS030,STAT101,Statistics 1,Dr. Priya Singh,3,3,4,2,"The instructor explained complex concepts clearly. However, i found the assignments too time-consuming.",2023
DS030,PROG101,Programming Basics,Prof. Raj Sharma,3,4,3,2,"I enjoyed the practical aspects of this course. However, there was too much theoretical content.",2022
DS030,SYSC101,System Commands,Prof. Kavita Reddy,4,4,5,1,The feedback on assignments was very helpful.,2022
DS030,MATH201,Mathematics 2,Dr. Anil Kumar,3,4,4,1,The feedback on assignments was very helpful.,2023
DS030,STAT201,Statistics 2,Dr. Priya Singh,4,5,3,1,The instructor was very knowledgeable and helpful.,2022
DS030,JAVA201,Java Programming,Prof. Suresh Verma,5,5,4,1,The instructor explained complex concepts clearly.,2023
DS030,DBMS201,DBMS,Prof. Meena Gupta,3,2,3,3,"The course materials were excellent. However, the assessment criteria were not clear.",2023
DS030,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,4,4,4,1,The instructor explained complex concepts clearly.,2022
DS030,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,2,4,4,2,"The instructor was very knowledgeable and helpful. However, the pace of the course was too fast.",2022
DS030,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,4,3,2,2,"I enjoyed the practical aspects of this course. However, the instructor was not very responsive to questions.",2022
DS030,DBS301,Database Systems,Prof. Meena Gupta,2,3,2,3,The course was too difficult.,2022
DS031,MATH101,Mathematics 1,Dr. Anil Kumar,4,4,4,1,I would recommend this course to others.,2023
DS031,STAT101,Statistics 1,Dr. Priya Singh,3,2,3,3,"The course was well-structured and informative. However, the instructor was not very responsive to questions.",2022
DS031,PROG101,Programming Basics,Prof. Raj Sharma,5,4,5,1,The course was well-structured and informative.,2023
DS031,SYSC101,System Commands,Prof. Kavita Reddy,5,5,4,1,I would recommend this course to others.,2022
DS031,MATH201,Mathematics 2,Dr. Anil Kumar,4,5,4,1,The assignments were challenging but rewarding.,2022
DS031,STAT201,Statistics 2,Dr. Priya Singh,4,4,3,1,The instructor was very knowledgeable and helpful.,2022
DS031,JAVA201,Java Programming,Prof. Suresh Verma,2,2,3,2,The course materials need updating.,2022
DS031,DBMS201,DBMS,Prof. Meena Gupta,2,2,3,2,There was too much theoretical content.,2022
DS031,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,2,3,4,2,"The course was well-structured and informative. However, the course was too difficult.",2023
DS031,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,4,3,3,2,"The instructor explained complex concepts clearly. However, the course materials need updating.",2023
DS031,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,4,4,5,1,The course exceeded my expectations.,2023
DS031,DBS301,Database Systems,Prof. Meena Gupta,3,4,3,3,"The course exceeded my expectations. However, the pace of the course was too fast.",2022
DS031,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,5,4,4,1,The course was well-structured and informative.,2023
DS031,CSYS401,Computer Systems,Prof. Kavita Reddy,4,4,4,2,The instructor explained complex concepts clearly.,2023
DS031,BDS401,Big Data Systems,Dr. Amit Patel,5,4,5,1,The feedback on assignments was very helpful.,2023
DS031,DVIS401,Data Visualization,Dr. Neha Sharma,3,4,3,2,"The feedback on assignments was very helpful. However, there was too much theoretical content.",2024
DS031,MLP501,Machine Learning Practice,Dr. Vikram Iyer,4,4,3,1,The assignments were challenging but rewarding.,2023
DS031,DL501,Deep Learning,Dr. Amit Patel,3,2,3,2,"The instructor explained complex concepts clearly. However, better explanation of complex topics is needed.",2023
DS031,NLP501,Natural Language Processing,Dr. Neha Sharma,5,4,5,1,The assignments were challenging but rewarding.,2024
DS031,CV501,Computer Vision,Dr. Ravi Menon,3,2,4,3,"I learned a lot from this course. However, the course was too difficult.",2024
DS032,MATH101,Mathematics 1,Dr. Anil Kumar,3,4,3,2,"I would recommend this course to others. However, i found the assignments too time-consuming.",2023
DS032,STAT101,Statistics 1,Dr. Priya Singh,3,3,3,2,"The feedback on assignments was very helpful. However, the course materials need updating.",2023
DS032,PROG101,Programming Basics,Prof. Raj Sharma,3,3,3,1,"The course materials were excellent. However, more practical examples would have been helpful.",2022
DS032,SYSC101,System Commands,Prof. Kavita Reddy,3,3,2,2,"The course exceeded my expectations. However, the assessment criteria were not clear.",2022
DS032,MATH201,Mathematics 2,Dr. Anil Kumar,4,4,4,1,The course exceeded my expectations.,2023
DS032,STAT201,Statistics 2,Dr. Priya Singh,4,3,3,2,"I enjoyed the practical aspects of this course. However, the course was too difficult.",2022
DS032,JAVA201,Java Programming,Prof. Suresh Verma,2,2,2,3,The pace of the course was too fast.,2022
DS032,DBMS201,DBMS,Prof. Meena Gupta,5,5,5,1,The instructor explained complex concepts clearly.,2022
DS032,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,4,3,2,2,"The feedback on assignments was very helpful. However, i found the assignments too time-consuming.",2023
DS032,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,3,3,2,2,"The assignments were challenging but rewarding. However, the instructor was not very responsive to questions.",2022
DS032,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,4,4,3,2,I learned a lot from this course.,2023
DS032,DBS301,Database Systems,Prof. Meena Gupta,3,3,3,1,"I learned a lot from this course. However, the assessment criteria were not clear.",2022
DS032,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,3,3,3,2,"The course exceeded my expectations. However, i found the assignments too time-consuming.",2024
DS032,CSYS401,Computer Systems,Prof. Kavita Reddy,5,5,4,1,The assignments were challenging but rewarding.,2023
DS032,BDS401,Big Data Systems,Dr. Amit Patel,5,3,4,1,I would recommend this course to others.,2024
DS032,DVIS401,Data Visualization,Dr. Neha Sharma,4,3,4,2,The feedback on assignments was very helpful.,2024
DS032,MLP501,Machine Learning Practice,Dr. Vikram Iyer,3,3,4,1,"I enjoyed the practical aspects of this course. However, there was too much theoretical content.",2023
DS032,DL501,Deep Learning,Dr. Amit Patel,3,4,4,2,The instructor explained complex concepts clearly.,2024
DS032,NLP501,Natural Language Processing,Dr. Neha Sharma,4,4,4,1,I enjoyed the practical aspects of this course.,2023
DS032,CV501,Computer Vision,Dr. Ravi Menon,4,4,5,1,The feedback on assignments was very helpful.,2023
DS033,MATH101,Mathematics 1,Dr. Anil Kumar,3,4,4,1,The course exceeded my expectations.,2023
DS033,STAT101,Statistics 1,Dr. Priya Singh,4,3,3,3,"The instructor explained complex concepts clearly. However, there was too much theoretical content.",2022
DS033,PROG101,Programming Basics,Prof. Raj Sharma,4,4,4,1,The assignments were challenging but rewarding.,2022
DS033,SYSC101,System Commands,Prof. Kavita Reddy,4,4,4,1,The course was well-structured and informative.,2022
DS033,MATH201,Mathematics 2,Dr. Anil Kumar,4,4,4,1,I would recommend this course to others.,2022
DS033,STAT201,Statistics 2,Dr. Priya Singh,3,3,4,2,"The feedback on assignments was very helpful. However, the course was too difficult.",2023
DS033,JAVA201,Java Programming,Prof. Suresh Verma,4,3,2,2,"I enjoyed the practical aspects of this course. However, there was too much theoretical content.",2023
DS033,DBMS201,DBMS,Prof. Meena Gupta,4,4,5,1,The course exceeded my expectations.,2023
DS033,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,3,3,2,2,"I would recommend this course to others. However, the instructor was not very responsive to questions.",2022
DS033,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,4,5,5,1,The feedback on assignments was very helpful.,2023
DS033,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,5,4,5,1,I would recommend this course to others.,2023
DS033,DBS301,Database Systems,Prof. Meena Gupta,3,2,3,3,"The instructor was very knowledgeable and helpful. However, the course was too difficult.",2022
DS033,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,3,3,4,2,"The instructor explained complex concepts clearly. However, more practical examples would have been helpful.",2024
DS033,CSYS401,Computer Systems,Prof. Kavita Reddy,5,5,5,1,I enjoyed the practical aspects of this course.,2023
DS033,BDS401,Big Data Systems,Dr. Amit Patel,5,4,5,1,The assignments were challenging but rewarding.,2024
DS033,DVIS401,Data Visualization,Dr. Neha Sharma,4,4,3,2,The instructor was very knowledgeable and helpful.,2023
DS033,MLP501,Machine Learning Practice,Dr. Vikram Iyer,4,5,5,1,The course materials were excellent.,2023
DS033,DL501,Deep Learning,Dr. Amit Patel,4,4,3,2,I enjoyed the practical aspects of this course.,2024
DS033,NLP501,Natural Language Processing,Dr. Neha Sharma,5,5,4,1,The assignments were challenging but rewarding.,2024
DS033,CV501,Computer Vision,Dr. Ravi Menon,4,3,4,1,The course was well-structured and informative.,2023
DS034,MATH101,Mathematics 1,Dr. Anil Kumar,3,4,4,1,The course was well-structured and informative.,2023
DS034,STAT101,Statistics 1,Dr. Priya Singh,4,3,3,2,"The assignments were challenging but rewarding. However, better explanation of complex topics is needed.",2023
DS034,PROG101,Programming Basics,Prof. Raj Sharma,3,3,3,1,"I would recommend this course to others. However, the instructor was not very responsive to questions.",2022
DS034,SYSC101,System Commands,Prof. Kavita Reddy,3,2,3,3,"The feedback on assignments was very helpful. However, there was too much theoretical content.",2022
DS034,MATH201,Mathematics 2,Dr. Anil Kumar,3,4,4,2,The course materials were excellent.,2023
DS034,STAT201,Statistics 2,Dr. Priya Singh,4,4,5,1,I would recommend this course to others.,2022
DS034,JAVA201,Java Programming,Prof. Suresh Verma,5,5,5,1,The instructor was very knowledgeable and helpful.,2023
DS034,DBMS201,DBMS,Prof. Meena Gupta,4,3,4,2,The course exceeded my expectations.,2023
DS034,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,4,3,4,1,I would recommend this course to others.,2023
DS034,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,3,4,3,1,"The instructor was very knowledgeable and helpful. However, there was too much theoretical content.",2023
DS034,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,3,3,3,3,"The feedback on assignments was very helpful. However, the pace of the course was too fast.",2022
DS034,DBS301,Database Systems,Prof. Meena Gupta,3,3,3,2,"The course materials were excellent. However, the content could be better organized.",2023
DS034,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,4,4,4,2,The assignments were challenging but rewarding.,2024
DS034,CSYS401,Computer Systems,Prof. Kavita Reddy,4,5,3,1,I learned a lot from this course.,2024
DS034,BDS401,Big Data Systems,Dr. Amit Patel,5,3,4,1,The feedback on assignments was very helpful.,2023
DS034,DVIS401,Data Visualization,Dr. Neha Sharma,4,3,3,2,"I enjoyed the practical aspects of this course. However, the course materials need updating.",2024
DS035,MATH101,Mathematics 1,Dr. Anil Kumar,3,2,3,2,"The course materials were excellent. However, the course materials need updating.",2022
DS035,STAT101,Statistics 1,Dr. Priya Singh,4,3,4,2,The instructor was very knowledgeable and helpful.,2022
DS035,PROG101,Programming Basics,Prof. Raj Sharma,5,3,4,1,The course materials were excellent.,2023
DS035,SYSC101,System Commands,Prof. Kavita Reddy,3,3,4,1,"I would recommend this course to others. However, the content could be better organized.",2022
DS035,MATH201,Mathematics 2,Dr. Anil Kumar,4,4,4,1,The course materials were excellent.,2023
DS035,STAT201,Statistics 2,Dr. Priya Singh,4,4,3,2,The feedback on assignments was very helpful.,2022
DS035,JAVA201,Java Programming,Prof. Suresh Verma,3,4,3,2,"The course materials were excellent. However, the content could be better organized.",2023
DS035,DBMS201,DBMS,Prof. Meena Gupta,4,4,4,2,I enjoyed the practical aspects of this course.,2023
DS035,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,4,5,5,1,The instructor explained complex concepts clearly.,2023
DS035,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,3,4,3,1,"The course was well-structured and informative. However, the course materials need updating.",2023
DS035,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,4,5,5,1,The feedback on assignments was very helpful.,2023
DS035,DBS301,Database Systems,Prof. Meena Gupta,4,4,4,1,The assignments were challenging but rewarding.,2022
DS035,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,5,4,5,1,I enjoyed the practical aspects of this course.,2024
DS035,CSYS401,Computer Systems,Prof. Kavita Reddy,5,5,5,1,The course exceeded my expectations.,2023
DS035,BDS401,Big Data Systems,Dr. Amit Patel,3,3,4,1,"The feedback on assignments was very helpful. However, the pace of the course was too fast.",2023
DS035,DVIS401,Data Visualization,Dr. Neha Sharma,4,3,4,2,The instructor explained complex concepts clearly.,2024
DS036,MATH101,Mathematics 1,Dr. Anil Kumar,2,2,2,3,The course materials need updating.,2022
