student_id,timestamp,interaction_type,course_code,course_name,duration_minutes
DS038,2024-11-22 20:45:19.934627,Take Quiz,,,
DS038,2024-12-03 20:45:19.934627,Watch Video,JAVA201,Java Programming,
DS039,2024-12-08 20:45:19.934627,Forum Reply,DBMS201,DBMS,
DS039,2025-03-18 20:45:19.934627,Logout,,,
DS039,2025-02-06 20:45:19.934627,Use Chatbot,PDSA301,"Programming, Data Structures & Algorithms",
DS039,2024-10-19 20:45:19.934627,Download Resource,CSYS401,Computer Systems,
DS039,2024-12-26 20:45:19.934627,Login,BDS401,Big Data Systems,115.0
DS039,2024-10-29 20:45:19.934627,Update Profile,PROG101,Programming Basics,
DS039,2025-03-27 20:45:19.934627,Logout,,,
DS039,2024-12-27 20:45:19.934627,Forum Post,MATH101,Mathematics 1,
DS039,2025-03-01 20:45:19.934627,View Course,DSA301,Data Structures & Algorithms,
DS039,2024-10-23 20:45:19.934627,Forum Post,DSA301,Data Structures & Algorithms,
DS039,2025-02-17 20:45:19.934627,Forum Post,DBMS201,DBMS,
DS039,2024-12-19 20:45:19.934627,Download Resource,CSYS401,Computer Systems,
DS039,2024-12-21 20:45:19.934627,Logout,MLT401,Machine Learning Techniques,
DS039,2025-02-24 20:45:19.934627,Forum Post,PDSA301,"Programming, Data Structures & Algorithms",
DS039,2024-12-30 20:45:19.934627,Forum Post,DBMS201,DBMS,
DS039,2024-10-27 20:45:19.934627,Forum Reply,,,
DS039,2025-03-16 20:45:19.934627,Use Chatbot,DBMS201,DBMS,
DS039,2025-01-26 20:45:19.934627,Chat with Tutor,,,
DS039,2024-12-05 20:45:19.934627,Forum Reply,DBMS201,DBMS,
DS039,2025-03-11 20:45:19.934627,Watch Video,PROG101,Programming Basics,
DS039,2024-12-29 20:45:19.934627,Use Chatbot,PDSA301,"Programming, Data Structures & Algorithms",
DS039,2024-11-08 20:45:19.934627,Logout,,,
DS039,2024-12-24 20:45:19.934627,Forum Reply,CSYS401,Computer Systems,
DS039,2025-02-20 20:45:19.934627,Forum Post,,,
DS039,2024-11-05 20:45:19.934627,Watch Video,MLF301,Machine Learning Foundations,
DS040,2025-03-13 20:45:19.934627,Watch Video,,,
DS040,2024-11-28 20:45:19.934627,Take Quiz,CV501,Computer Vision,
DS040,2024-11-21 20:45:19.934627,View Course,MLP501,Machine Learning Practice,
DS040,2024-11-28 20:45:19.934627,Login,CSYS401,Computer Systems,32.0
DS040,2025-03-04 20:45:19.934627,Login,NLP501,Natural Language Processing,62.0
DS040,2024-12-12 20:45:19.934627,Update Profile,CSYS401,Computer Systems,
DS040,2024-12-01 20:45:19.934627,Logout,PROG101,Programming Basics,
DS040,2025-01-03 20:45:19.934627,Use Chatbot,BA601,Business Analytics,
DS040,2024-10-30 20:45:19.934627,Submit Assignment,DVIS401,Data Visualization,
DS040,2024-10-04 20:45:19.934627,Chat with Tutor,,,
DS040,2024-10-15 20:45:19.934627,Watch Video,,,
DS040,2025-03-04 20:45:19.934627,Use Chatbot,MLT401,Machine Learning Techniques,
DS040,2025-03-07 20:45:19.934627,Forum Post,CAP601,Capstone Project,
DS040,2025-01-28 20:45:19.934627,Download Resource,PDSA301,"Programming, Data Structures & Algorithms",
DS040,2024-12-10 20:45:19.934627,Forum Post,PDSA301,"Programming, Data Structures & Algorithms",
DS040,2025-03-13 20:45:19.934627,Update Profile,RL601,Reinforcement Learning,
DS040,2024-12-09 20:45:19.934627,Login,,,53.0
DS040,2025-01-01 20:45:19.934627,Chat with Tutor,DL501,Deep Learning,
DS040,2025-01-23 20:45:19.934627,Login,,,158.0
DS040,2024-11-29 20:45:19.934627,Download Resource,,,
DS040,2025-01-18 20:45:19.934627,Take Quiz,,,
DS040,2024-10-15 20:45:19.934627,Forum Reply,STAT201,Statistics 2,
DS040,2025-01-04 20:45:19.934627,Update Profile,,,
DS040,2025-01-18 20:45:19.934627,Logout,,,
DS040,2024-12-18 20:45:19.934627,Forum Post,,,
DS040,2024-12-04 20:45:19.934627,Forum Reply,NLP501,Natural Language Processing,
DS040,2024-10-02 20:45:19.934627,Watch Video,DBMS201,DBMS,
DS040,2025-01-12 20:45:19.934627,Watch Video,CV501,Computer Vision,
DS040,2025-03-23 20:45:19.934627,Download Resource,,,
DS040,2025-03-25 20:45:19.934627,Take Quiz,,,
DS040,2025-01-29 20:45:19.934627,Update Profile,STAT201,Statistics 2,
DS040,2025-03-03 20:45:19.934627,Take Quiz,DVIS401,Data Visualization,
DS040,2024-10-29 20:45:19.934627,Login,STAT101,Statistics 1,139.0
DS040,2025-02-02 20:45:19.934627,Logout,DSA301,Data Structures & Algorithms,
DS040,2024-12-25 20:45:19.934627,Take Quiz,PDSA301,"Programming, Data Structures & Algorithms",
DS040,2025-03-17 20:45:19.934627,Login,MLP501,Machine Learning Practice,151.0
DS040,2025-03-26 20:45:19.934627,Download Resource,,,
DS040,2025-02-26 20:45:19.934627,Update Profile,NLP501,Natural Language Processing,
DS040,2024-12-21 20:45:19.934627,Take Quiz,,,
DS040,2025-03-05 20:45:19.934627,Forum Reply,CSYS401,Computer Systems,
DS040,2025-01-13 20:45:19.934627,Watch Video,MATH201,Mathematics 2,
DS040,2025-02-03 20:45:19.934627,Forum Reply,CAP601,Capstone Project,
DS040,2024-11-25 20:45:19.934627,Take Quiz,CAP601,Capstone Project,
DS040,2024-12-17 20:45:19.934627,Use Chatbot,,,
DS040,2025-01-22 20:45:19.934627,Take Quiz,PDSA301,"Programming, Data Structures & Algorithms",
DS040,2025-03-24 20:45:19.934627,Download Resource,,,
DS040,2025-03-25 20:45:19.934627,Forum Reply,,,
DS040,2025-03-19 20:45:19.934627,Login,DSA301,Data Structures & Algorithms,86.0
DS040,2024-11-23 20:45:19.934627,Use Chatbot,JAVA201,Java Programming,
DS040,2025-02-26 20:45:19.934627,Login,MLP501,Machine Learning Practice,41.0
DS040,2024-12-10 20:45:19.934627,Download Resource,,,
DS040,2025-03-15 20:45:19.934627,Download Resource,MATH201,Mathematics 2,
DS040,2024-12-07 20:45:19.934627,Download Resource,CV501,Computer Vision,
DS040,2025-02-12 20:45:19.934627,Chat with Tutor,MLT401,Machine Learning Techniques,
DS040,2025-01-10 20:45:19.934627,View Course,NLP501,Natural Language Processing,
DS040,2025-03-26 20:45:19.934627,Forum Reply,,,
DS040,2024-11-01 20:45:19.934627,Update Profile,RL601,Reinforcement Learning,
DS040,2024-12-02 20:45:19.934627,Download Resource,DBMS201,DBMS,
DS040,2025-01-10 20:45:19.934627,Chat with Tutor,DSA301,Data Structures & Algorithms,
DS040,2025-03-16 20:45:19.934627,Use Chatbot,CV501,Computer Vision,
DS040,2025-03-13 20:45:19.934627,Take Quiz,STAT201,Statistics 2,
DS040,2024-11-22 20:45:19.934627,Take Quiz,DBMS201,DBMS,
DS040,2024-10-12 20:45:19.934627,View Course,,,
DS041,2025-01-29 20:45:19.934627,Update Profile,,,
DS041,2025-03-15 20:45:19.934627,Login,DVIS401,Data Visualization,110.0
DS041,2025-02-21 20:45:19.934627,Login,TSA601,Time Series Analysis,17.0
DS041,2024-12-17 20:45:19.934627,Watch Video,CSYS401,Computer Systems,
DS041,2025-03-20 20:45:19.934627,View Course,CV501,Computer Vision,
DS041,2025-01-01 20:45:19.934627,Submit Assignment,,,
DS041,2025-03-20 20:45:19.934627,Watch Video,MATH201,Mathematics 2,
DS041,2025-03-27 20:45:19.934627,Submit Assignment,,,
DS041,2025-02-27 20:45:19.934627,Download Resource,DSA301,Data Structures & Algorithms,
DS041,2025-02-28 20:45:19.934627,Download Resource,MLT401,Machine Learning Techniques,
DS041,2024-11-30 20:45:19.934627,Login,NLP501,Natural Language Processing,180.0
DS041,2024-10-16 20:45:19.934627,Logout,MLP501,Machine Learning Practice,
DS041,2025-01-06 20:45:19.934627,Update Profile,,,
DS041,2025-02-15 20:45:19.934627,Watch Video,DBS301,Database Systems,
DS041,2024-11-10 20:45:19.934627,Login,MATH201,Mathematics 2,18.0
DS041,2025-01-12 20:45:19.934627,Take Quiz,,,
DS041,2024-12-03 20:45:19.934627,View Course,,,
DS041,2024-11-21 20:45:19.934627,Forum Post,PROG101,Programming Basics,
DS041,2025-03-17 20:45:19.934627,Update Profile,CSYS401,Computer Systems,
DS041,2024-09-30 20:45:19.934627,Take Quiz,NLP501,Natural Language Processing,
DS042,2024-11-15 20:45:19.934627,View Course,MLF301,Machine Learning Foundations,
DS042,2025-03-20 20:45:19.934627,Download Resource,,,
DS042,2025-03-03 20:45:19.934627,Logout,PROG101,Programming Basics,
DS042,2024-12-17 20:45:19.934627,View Course,MATH101,Mathematics 1,
DS042,2024-10-21 20:45:19.934627,View Course,,,
DS042,2024-11-06 20:45:19.934627,Submit Assignment,SYSC101,System Commands,
DS042,2025-03-21 20:45:19.934627,Login,MLT401,Machine Learning Techniques,15.0
DS042,2025-03-19 20:45:19.934627,Login,,,159.0
DS042,2024-10-25 20:45:19.934627,Use Chatbot,,,
DS042,2024-11-28 20:45:19.934627,Forum Post,DL501,Deep Learning,
DS042,2025-01-26 20:45:19.934627,Chat with Tutor,PROG101,Programming Basics,
DS042,2024-11-03 20:45:19.934627,Forum Reply,MATH101,Mathematics 1,
DS042,2024-12-17 20:45:19.934627,Watch Video,PROG101,Programming Basics,
DS042,2024-12-02 20:45:19.934627,Update Profile,PROG101,Programming Basics,
DS042,2024-10-27 20:45:19.934627,Login,JAVA201,Java Programming,163.0
DS042,2024-10-21 20:45:19.934627,Update Profile,STAT201,Statistics 2,
DS042,2024-11-25 20:45:19.934627,Download Resource,DBMS201,DBMS,
DS042,2024-11-11 20:45:19.934627,Forum Reply,DBS301,Database Systems,
DS042,2024-12-29 20:45:19.934627,Login,DBMS201,DBMS,105.0
DS042,2025-03-02 20:45:19.934627,Update Profile,,,
DS042,2024-10-14 20:45:19.934627,Download Resource,DL501,Deep Learning,
DS042,2024-11-25 20:45:19.934627,Update Profile,STAT101,Statistics 1,
DS042,2024-12-31 20:45:19.934627,Login,NLP501,Natural Language Processing,74.0
DS042,2025-02-21 20:45:19.934627,Logout,BDS401,Big Data Systems,
DS042,2024-10-24 20:45:19.934627,Use Chatbot,PDSA301,"Programming, Data Structures & Algorithms",
DS042,2025-03-06 20:45:19.934627,Chat with Tutor,NLP501,Natural Language Processing,
DS042,2025-03-03 20:45:19.934627,View Course,STAT101,Statistics 1,
DS042,2024-12-18 20:45:19.934627,Logout,,,
DS043,2025-01-19 20:45:19.934627,Forum Post,DBS301,Database Systems,
DS043,2024-10-04 20:45:19.934627,Submit Assignment,STAT201,Statistics 2,
DS043,2025-01-24 20:45:19.934627,Forum Post,MLT401,Machine Learning Techniques,
DS043,2025-01-24 20:45:19.934627,Watch Video,BDS401,Big Data Systems,
DS043,2025-03-17 20:45:19.934627,Logout,MLF301,Machine Learning Foundations,
DS043,2025-02-06 20:45:19.934627,Login,,,178.0
DS043,2025-01-07 20:45:19.934627,Forum Post,STAT101,Statistics 1,
DS043,2024-11-07 20:45:19.934627,Forum Reply,MATH101,Mathematics 1,
DS043,2024-12-26 20:45:19.934627,Forum Post,MLF301,Machine Learning Foundations,
DS043,2025-02-12 20:45:19.934627,Forum Reply,,,
DS043,2024-11-03 20:45:19.934627,Submit Assignment,MATH101,Mathematics 1,
DS043,2025-01-28 20:45:19.934627,Forum Reply,STAT201,Statistics 2,
DS043,2025-01-09 20:45:19.934627,Take Quiz,CSYS401,Computer Systems,
DS043,2025-03-13 20:45:19.934627,Chat with Tutor,DBMS201,DBMS,
DS043,2024-10-17 20:45:19.934627,Submit Assignment,MLF301,Machine Learning Foundations,
DS043,2025-03-19 20:45:19.934627,Forum Post,STAT101,Statistics 1,
DS043,2025-01-13 20:45:19.934627,Submit Assignment,,,
DS043,2024-11-30 20:45:19.934627,Watch Video,,,
DS043,2025-01-24 20:45:19.934627,Chat with Tutor,,,
DS043,2025-02-08 20:45:19.934627,Watch Video,,,
DS043,2024-12-29 20:45:19.934627,View Course,STAT201,Statistics 2,
DS043,2024-12-27 20:45:19.934627,Forum Post,STAT101,Statistics 1,
DS043,2024-12-03 20:45:19.934627,Chat with Tutor,MLF301,Machine Learning Foundations,
DS043,2024-10-18 20:45:19.934627,Take Quiz,STAT201,Statistics 2,
DS043,2025-03-07 20:45:19.934627,Update Profile,DBMS201,DBMS,
DS043,2025-03-05 20:45:19.934627,Login,PROG101,Programming Basics,87.0
DS043,2025-02-12 20:45:19.934627,Submit Assignment,MATH201,Mathematics 2,
DS043,2024-10-24 20:45:19.934627,Use Chatbot,MATH201,Mathematics 2,
DS043,2025-03-10 20:45:19.934627,Watch Video,MLF301,Machine Learning Foundations,
DS043,2025-01-06 20:45:19.934627,Download Resource,DBMS201,DBMS,
DS043,2025-02-05 20:45:19.934627,Logout,,,
DS043,2024-12-27 20:45:19.934627,Use Chatbot,,,
DS043,2024-10-11 20:45:19.934627,Forum Post,MLF301,Machine Learning Foundations,
DS043,2025-03-07 20:45:19.934627,View Course,DSA301,Data Structures & Algorithms,
DS043,2025-02-08 20:45:19.934627,Submit Assignment,,,
DS043,2025-01-22 20:45:19.934627,Download Resource,MATH201,Mathematics 2,
DS043,2024-10-10 20:45:19.934627,Logout,DSA301,Data Structures & Algorithms,
DS043,2024-11-27 20:45:19.934627,Logout,CSYS401,Computer Systems,
DS043,2024-12-11 20:45:19.934627,Submit Assignment,MLF301,Machine Learning Foundations,
DS043,2024-12-04 20:45:19.934627,Take Quiz,MATH201,Mathematics 2,
DS043,2025-01-07 20:45:19.934627,Forum Reply,PROG101,Programming Basics,
DS043,2025-01-09 20:45:19.934627,Forum Reply,,,
DS043,2024-12-10 20:45:19.934627,Take Quiz,,,
DS043,2024-11-12 20:45:19.934627,Forum Post,CSYS401,Computer Systems,
DS043,2025-03-19 20:45:19.934627,Download Resource,,,
DS043,2024-09-28 20:45:19.934627,Take Quiz,MLT401,Machine Learning Techniques,
DS043,2025-03-13 20:45:19.934627,Update Profile,STAT101,Statistics 1,
DS043,2025-02-23 20:45:19.934627,Watch Video,MATH201,Mathematics 2,
DS043,2025-02-01 20:45:19.934627,Download Resource,JAVA201,Java Programming,
DS043,2024-12-03 20:45:19.934627,Logout,STAT201,Statistics 2,
DS043,2024-11-30 20:45:19.934627,Submit Assignment,CSYS401,Computer Systems,
DS043,2025-01-04 20:45:19.934627,Login,PDSA301,"Programming, Data Structures & Algorithms",154.0
DS043,2024-12-27 20:45:19.934627,Take Quiz,MLF301,Machine Learning Foundations,
DS043,2025-02-26 20:45:19.934627,Submit Assignment,PDSA301,"Programming, Data Structures & Algorithms",
DS043,2025-03-15 20:45:19.934627,Watch Video,STAT201,Statistics 2,
DS043,2025-02-01 20:45:19.934627,Download Resource,SYSC101,System Commands,
DS043,2025-01-26 20:45:19.934627,Submit Assignment,,,
DS043,2025-03-09 20:45:19.934627,Login,PROG101,Programming Basics,152.0
DS043,2025-02-06 20:45:19.934627,Update Profile,MATH101,Mathematics 1,
DS043,2024-11-14 20:45:19.934627,Download Resource,MLT401,Machine Learning Techniques,
DS043,2024-10-08 20:45:19.934627,View Course,DBMS201,DBMS,
DS043,2024-11-27 20:45:19.934627,Forum Post,DSA301,Data Structures & Algorithms,
DS043,2024-11-19 20:45:19.934627,Submit Assignment,MLF301,Machine Learning Foundations,
DS043,2024-12-09 20:45:19.934627,View Course,MATH201,Mathematics 2,
DS043,2025-02-07 20:45:19.934627,Logout,DBMS201,DBMS,
DS043,2024-10-10 20:45:19.934627,Chat with Tutor,SYSC101,System Commands,
DS043,2025-02-20 20:45:19.934627,Chat with Tutor,,,
DS043,2024-09-29 20:45:19.934627,Chat with Tutor,STAT201,Statistics 2,
DS043,2024-11-22 20:45:19.934627,Update Profile,STAT101,Statistics 1,
DS043,2025-01-03 20:45:19.934627,Forum Post,MLF301,Machine Learning Foundations,
DS043,2024-11-21 20:45:19.934627,Logout,SYSC101,System Commands,
DS043,2025-01-04 20:45:19.934627,Login,MATH201,Mathematics 2,67.0
DS043,2025-02-17 20:45:19.934627,Logout,,,
DS043,2025-03-27 20:45:19.934627,Update Profile,DBMS201,DBMS,
DS043,2024-12-06 20:45:19.934627,Watch Video,PROG101,Programming Basics,
DS043,2025-03-21 20:45:19.934627,Use Chatbot,,,
DS043,2025-01-15 20:45:19.934627,Chat with Tutor,DBS301,Database Systems,
DS043,2024-12-24 20:45:19.934627,Download Resource,,,
DS043,2025-02-25 20:45:19.934627,View Course,MLT401,Machine Learning Techniques,
DS043,2025-01-07 20:45:19.934627,View Course,PROG101,Programming Basics,
DS043,2024-10-24 20:45:19.934627,Use Chatbot,MATH201,Mathematics 2,
DS043,2025-03-25 20:45:19.934627,Logout,SYSC101,System Commands,
DS043,2025-01-31 20:45:19.934627,Forum Post,SYSC101,System Commands,
DS043,2024-11-27 20:45:19.934627,Login,,,89.0
DS043,2025-01-23 20:45:19.934627,Chat with Tutor,MLF301,Machine Learning Foundations,
DS043,2024-12-03 20:45:19.934627,Forum Reply,CSYS401,Computer Systems,
DS043,2024-12-03 20:45:19.934627,Login,DVIS401,Data Visualization,135.0
DS043,2024-12-22 20:45:19.934627,Download Resource,,,
DS043,2025-03-04 20:45:19.934627,Watch Video,,,
DS043,2025-01-20 20:45:19.934627,Chat with Tutor,DBS301,Database Systems,
DS043,2025-01-18 20:45:19.934627,Forum Post,,,
DS043,2025-02-07 20:45:19.934627,Watch Video,MATH101,Mathematics 1,
DS043,2024-10-22 20:45:19.934627,Take Quiz,MATH201,Mathematics 2,
DS044,2024-12-08 20:45:19.934627,Watch Video,MATH201,Mathematics 2,
DS044,2024-10-31 20:45:19.934627,Use Chatbot,DBS301,Database Systems,
DS044,2024-10-14 20:45:19.934627,Use Chatbot,MLF301,Machine Learning Foundations,
DS044,2024-10-27 20:45:19.934627,Update Profile,,,
DS044,2025-03-19 20:45:19.934627,Forum Post,DL501,Deep Learning,
DS044,2025-01-11 20:45:19.934627,Update Profile,DBS301,Database Systems,
DS044,2024-10-17 20:45:19.934627,View Course,NLP501,Natural Language Processing,
DS044,2025-02-25 20:45:19.934627,Use Chatbot,PDSA301,"Programming, Data Structures & Algorithms",
DS044,2025-02-20 20:45:19.934627,Logout,,,
DS044,2024-10-16 20:45:19.934627,View Course,,,
DS044,2024-11-10 20:45:19.934627,Login,PROG101,Programming Basics,138.0
DS044,2024-12-22 20:45:19.934627,Take Quiz,MLT401,Machine Learning Techniques,
DS044,2024-12-13 20:45:19.934627,Logout,JAVA201,Java Programming,
DS044,2025-03-06 20:45:19.934627,View Course,JAVA201,Java Programming,
DS044,2024-12-09 20:45:19.934627,Submit Assignment,,,
DS044,2024-11-21 20:45:19.934627,Submit Assignment,MATH201,Mathematics 2,
DS044,2024-10-24 20:45:19.934627,View Course,SYSC101,System Commands,
DS044,2025-02-12 20:45:19.934627,Chat with Tutor,,,
DS044,2025-02-26 20:45:19.934627,Update Profile,,,
DS044,2024-12-01 20:45:19.934627,Use Chatbot,DBMS201,DBMS,
DS044,2024-10-04 20:45:19.934627,Chat with Tutor,SYSC101,System Commands,
DS044,2025-01-07 20:45:19.934627,Submit Assignment,,,
DS044,2024-10-04 20:45:19.934627,Watch Video,BDS401,Big Data Systems,
DS044,2024-09-30 20:45:19.934627,Login,DL501,Deep Learning,109.0
DS044,2024-11-16 20:45:19.934627,Watch Video,MATH101,Mathematics 1,
DS044,2024-12-03 20:45:19.934627,Chat with Tutor,MLP501,Machine Learning Practice,
DS044,2025-02-07 20:45:19.934627,Submit Assignment,DBMS201,DBMS,
DS044,2025-01-13 20:45:19.934627,Use Chatbot,TSA601,Time Series Analysis,
DS044,2025-01-20 20:45:19.934627,Use Chatbot,,,
DS044,2024-11-12 20:45:19.934627,Forum Post,,,
DS044,2024-10-16 20:45:19.934627,Update Profile,DSA301,Data Structures & Algorithms,
DS044,2025-03-19 20:45:19.934627,Submit Assignment,,,
DS044,2025-02-20 20:45:19.934627,Login,DBS301,Database Systems,52.0
DS044,2024-11-17 20:45:19.934627,Logout,,,
DS044,2025-01-09 20:45:19.934627,Chat with Tutor,,,
DS044,2024-10-03 20:45:19.934627,Take Quiz,,,
DS044,2025-03-27 20:45:19.934627,Submit Assignment,,,
DS044,2024-10-16 20:45:19.934627,Take Quiz,,,
DS044,2025-03-21 20:45:19.934627,Watch Video,,,
DS044,2025-01-19 20:45:19.934627,Update Profile,RL601,Reinforcement Learning,
DS044,2024-12-14 20:45:19.934627,Update Profile,DSA301,Data Structures & Algorithms,
DS044,2025-03-27 20:45:19.934627,Use Chatbot,DVIS401,Data Visualization,
DS044,2025-01-02 20:45:19.934627,Submit Assignment,BA601,Business Analytics,
DS044,2024-10-20 20:45:19.934627,Forum Reply,CAP601,Capstone Project,
DS044,2025-02-07 20:45:19.934627,Forum Post,,,
DS044,2025-03-19 20:45:19.934627,Forum Post,,,
DS044,2025-01-18 20:45:19.934627,Login,CV501,Computer Vision,90.0
DS044,2025-03-08 20:45:19.934627,Login,,,141.0
DS044,2024-09-30 20:45:19.934627,Chat with Tutor,,,
DS044,2024-10-31 20:45:19.934627,Login,CAP601,Capstone Project,92.0
DS044,2025-01-27 20:45:19.934627,View Course,DVIS401,Data Visualization,
DS044,2024-10-04 20:45:19.934627,Watch Video,PDSA301,"Programming, Data Structures & Algorithms",
DS044,2025-01-08 20:45:19.934627,Forum Post,DVIS401,Data Visualization,
DS044,2024-09-29 20:45:19.934627,Logout,MATH201,Mathematics 2,
DS044,2024-10-03 20:45:19.934627,Forum Post,BA601,Business Analytics,
DS044,2025-02-13 20:45:19.934627,View Course,BA601,Business Analytics,
DS044,2025-02-20 20:45:19.934627,Download Resource,MLT401,Machine Learning Techniques,
DS044,2025-03-10 20:45:19.934627,Download Resource,STAT101,Statistics 1,
DS044,2025-03-07 20:45:19.934627,Forum Reply,CAP601,Capstone Project,
DS044,2025-01-29 20:45:19.934627,Download Resource,DVIS401,Data Visualization,
DS044,2024-12-13 20:45:19.934627,Download Resource,SYSC101,System Commands,
DS044,2024-12-08 20:45:19.934627,Forum Reply,TSA601,Time Series Analysis,
DS044,2024-11-17 20:45:19.934627,Take Quiz,DVIS401,Data Visualization,
DS044,2025-03-26 20:45:19.934627,View Course,,,
DS044,2024-11-11 20:45:19.934627,Logout,,,
DS044,2024-12-13 20:45:19.934627,Logout,,,
DS044,2024-10-25 20:45:19.934627,Forum Post,PROG101,Programming Basics,
DS044,2024-09-28 20:45:19.934627,Forum Post,MATH101,Mathematics 1,
DS044,2025-03-17 20:45:19.934627,Forum Reply,PROG101,Programming Basics,
DS044,2024-10-08 20:45:19.934627,Forum Post,,,
DS044,2024-10-31 20:45:19.934627,Update Profile,MLT401,Machine Learning Techniques,
DS044,2024-10-19 20:45:19.934627,Logout,PROG101,Programming Basics,
DS044,2025-02-25 20:45:19.934627,Forum Post,NLP501,Natural Language Processing,
DS044,2024-11-04 20:45:19.934627,Take Quiz,BA601,Business Analytics,
DS044,2025-02-16 20:45:19.934627,Take Quiz,PROG101,Programming Basics,
DS044,2024-10-25 20:45:19.934627,Chat with Tutor,,,
DS044,2024-12-04 20:45:19.934627,Submit Assignment,,,
DS044,2025-01-25 20:45:19.934627,Use Chatbot,,,
DS044,2025-02-10 20:45:19.934627,Watch Video,MATH201,Mathematics 2,
DS044,2024-11-02 20:45:19.934627,Forum Reply,JAVA201,Java Programming,
DS044,2024-12-11 20:45:19.934627,Forum Reply,CV501,Computer Vision,
DS044,2024-12-21 20:45:19.934627,Forum Reply,BA601,Business Analytics,
DS044,2024-11-29 20:45:19.934627,Chat with Tutor,DBMS201,DBMS,
DS044,2025-03-01 20:45:19.934627,Take Quiz,,,
DS044,2024-10-14 20:45:19.934627,Download Resource,BA601,Business Analytics,
DS044,2024-11-08 20:45:19.934627,Update Profile,TSA601,Time Series Analysis,
DS044,2025-03-09 20:45:19.934627,Use Chatbot,MATH201,Mathematics 2,
DS044,2024-11-26 20:45:19.934627,Login,MLT401,Machine Learning Techniques,122.0
DS044,2024-11-07 20:45:19.934627,View Course,SYSC101,System Commands,
DS044,2024-10-20 20:45:19.934627,Forum Reply,DBS301,Database Systems,
DS045,2024-12-03 20:45:19.934627,Login,JAVA201,Java Programming,177.0
DS045,2025-02-09 20:45:19.934627,Use Chatbot,,,
DS045,2024-10-13 20:45:19.934627,Submit Assignment,RL601,Reinforcement Learning,
DS045,2025-01-12 20:45:19.934627,Download Resource,CV501,Computer Vision,
DS045,2024-10-29 20:45:19.934627,Chat with Tutor,JAVA201,Java Programming,
DS045,2025-02-15 20:45:19.934627,Submit Assignment,CAP601,Capstone Project,
DS045,2024-10-16 20:45:19.934627,Forum Reply,MLT401,Machine Learning Techniques,
DS045,2024-12-02 20:45:19.934627,Watch Video,,,
DS045,2025-01-10 20:45:19.934627,Take Quiz,STAT101,Statistics 1,
DS045,2025-03-07 20:45:19.934627,Watch Video,PDSA301,"Programming, Data Structures & Algorithms",
DS045,2025-03-21 20:45:19.934627,Update Profile,PROG101,Programming Basics,
DS045,2025-03-10 20:45:19.934627,Submit Assignment,MLP501,Machine Learning Practice,
DS045,2025-02-12 20:45:19.934627,Login,,,63.0
DS045,2025-03-20 20:45:19.934627,Logout,,,
DS045,2025-02-09 20:45:19.934627,Submit Assignment,,,
DS045,2025-02-10 20:45:19.934627,Chat with Tutor,,,
DS045,2024-12-25 20:45:19.934627,Forum Reply,CSYS401,Computer Systems,
DS045,2025-01-29 20:45:19.934627,Chat with Tutor,,,
DS045,2025-03-20 20:45:19.934627,Login,PDSA301,"Programming, Data Structures & Algorithms",158.0
DS045,2024-12-17 20:45:19.934627,Submit Assignment,RL601,Reinforcement Learning,
DS045,2025-01-25 20:45:19.934627,View Course,STAT201,Statistics 2,
DS045,2024-12-14 20:45:19.934627,Watch Video,CSYS401,Computer Systems,
DS045,2025-01-22 20:45:19.934627,Chat with Tutor,BA601,Business Analytics,
DS045,2024-09-29 20:45:19.934627,Login,,,96.0
DS045,2025-03-06 20:45:19.934627,Use Chatbot,,,
DS045,2024-12-27 20:45:19.934627,Chat with Tutor,BA601,Business Analytics,
DS045,2024-12-14 20:45:19.934627,Chat with Tutor,STAT201,Statistics 2,
DS045,2025-03-10 20:45:19.934627,Watch Video,DSA301,Data Structures & Algorithms,
DS045,2024-11-28 20:45:19.934627,View Course,CAP601,Capstone Project,
DS045,2025-03-12 20:45:19.934627,Use Chatbot,CSYS401,Computer Systems,
DS045,2024-12-25 20:45:19.934627,Forum Reply,JAVA201,Java Programming,
DS045,2024-12-08 20:45:19.934627,Submit Assignment,CSYS401,Computer Systems,
DS045,2025-01-26 20:45:19.934627,Chat with Tutor,TSA601,Time Series Analysis,
DS045,2025-01-07 20:45:19.934627,Take Quiz,DBMS201,DBMS,
DS045,2024-11-25 20:45:19.934627,Submit Assignment,CAP601,Capstone Project,
DS045,2024-12-11 20:45:19.934627,Update Profile,,,
DS045,2025-01-14 20:45:19.934627,Submit Assignment,DSA301,Data Structures & Algorithms,
DS045,2024-11-26 20:45:19.934627,View Course,TSA601,Time Series Analysis,
DS045,2024-11-19 20:45:19.934627,Logout,DVIS401,Data Visualization,
DS045,2025-02-04 20:45:19.934627,Forum Post,,,
DS045,2024-12-02 20:45:19.934627,Chat with Tutor,BDS401,Big Data Systems,
DS045,2025-02-03 20:45:19.934627,Logout,CV501,Computer Vision,
DS045,2024-11-02 20:45:19.934627,Take Quiz,DVIS401,Data Visualization,
DS045,2025-03-21 20:45:19.934627,Download Resource,SYSC101,System Commands,
DS045,2025-01-14 20:45:19.934627,View Course,MLP501,Machine Learning Practice,
DS045,2025-02-15 20:45:19.934627,Forum Post,NLP501,Natural Language Processing,
DS045,2024-10-03 20:45:19.934627,Use Chatbot,MLP501,Machine Learning Practice,
DS045,2024-12-03 20:45:19.934627,Forum Reply,,,
DS046,2024-11-25 20:45:19.934627,Logout,,,
